1) a = -9 | b = -9 | c = 0
15081) a = 0 | b = -4.2 | c = -4.8

15082) a = 0 | b = -4.2 | c = -4.7

15083) a = 0 | b = -4.2 | c = -4.6

15084) a = 0 | b = -4.2 | c = -4.5

15085) a = 0 | b = -4.2 | c = -4.4

15086) a = 0 | b = -4.2 | c = -4.3

15087) a = 0 | b = -4.2 | c = -4.2

15088) a = 0 | b = -4.2 | c = -4.1

15089) a = 0 | b = -4.2 | c = -4

15090) a = 0 | b = -4.2 | c = -3.9

15091) a = 0 | b = -4.2 | c = -3.8

15092) a = 0 | b = -4.2 | c = -3.7

15093) a = 0 | b = -4.2 | c = -3.6

15094) a = 0 | b = -4.2 | c = -3.5

15095) a = 0 | b = -4.2 | c = -3.4

15096) a = 0 | b = -4.2 | c = -3.3

15097) a = 0 | b = -4.2 | c = -3.2

15098) a = 0 | b = -4.2 | c = -3.1

15099) a = 0 | b = -4.2 | c = -3

15100) a = 0 | b = -4.2 | c = -2.9

15101) a = 0 | b = -4.2 | c = -2.8

15102) a = 0 | b = -4.2 | c = -2.7

15103) a = 0 | b = -4.2 | c = -2.6

15104) a = 0 | b = -4.2 | c = -2.5

15105) a = 0 | b = -4.2 | c = -2.4

15106) a = 0 | b = -4.2 | c = -2.3

15107) a = 0 | b = -4.2 | c = -2.2

15108) a = 0 | b = -4.2 | c = -2.1

15109) a = 0 | b = -4.2 | c = -2

15110) a = 0 | b = -4.2 | c = -1.9

15111) a = 0 | b = -4.2 | c = -1.8

15112) a = 0 | b = -4.2 | c = -1.7

15113) a = 0 | b = -4.2 | c = -1.6

15114) a = 0 | b = -4.2 | c = -1.5

15115) a = 0 | b = -4.2 | c = -1.4

15116) a = 0 | b = -4.2 | c = -1.3

15117) a = 0 | b = -4.2 | c = -1.2

15118) a = 0 | b = -4.2 | c = -1.1

15119) a = 0 | b = -4.2 | c = -1

15120) a = 0 | b = -4.2 | c = -0.9

15121) a = 0 | b = -4.2 | c = -0.8

15122) a = 0 | b = -4.2 | c = -0.7

15123) a = 0 | b = -4.2 | c = -0.6

15124) a = 0 | b = -4.2 | c = -0.5

15125) a = 0 | b = -4.2 | c = -0.4

15126) a = 0 | b = -4.2 | c = -0.3

15127) a = 0 | b = -4.2 | c = -0.2

15128) a = 0 | b = -4.2 | c = -0.1

15129) a = 0 | b = -4.2 | c = 0

15130) a = 0 | b = -4.2 | c = 0.1

15131) a = 0 | b = -4.2 | c = 0.2

15132) a = 0 | b = -4.2 | c = 0.3

15133) a = 0 | b = -4.2 | c = 0.4

15134) a = 0 | b = -4.2 | c = 0.5

15135) a = 0 | b = -4.2 | c = 0.6

15136) a = 0 | b = -4.2 | c = 0.7

15137) a = 0 | b = -4.2 | c = 0.8

15138) a = 0 | b = -4.2 | c = 0.9

15139) a = 0 | b = -4.2 | c = 1

15140) a = 0 | b = -4.2 | c = 1.1

15141) a = 0 | b = -4.2 | c = 1.2

15142) a = 0 | b = -4.2 | c = 1.3

15143) a = 0 | b = -4.2 | c = 1.4

15144) a = 0 | b = -4.2 | c = 1.5

15145) a = 0 | b = -4.2 | c = 1.6

15146) a = 0 | b = -4.2 | c = 1.7

15147) a = 0 | b = -4.2 | c = 1.8

15148) a = 0 | b = -4.2 | c = 1.9

15149) a = 0 | b = -4.2 | c = 2

15150) a = 0 | b = -4.2 | c = 2.1

15151) a = 0 | b = -4.2 | c = 2.2

15152) a = 0 | b = -4.2 | c = 2.3

15153) a = 0 | b = -4.2 | c = 2.4

15154) a = 0 | b = -4.2 | c = 2.5

15155) a = 0 | b = -4.2 | c = 2.6

15156) a = 0 | b = -4.2 | c = 2.7

15157) a = 0 | b = -4.2 | c = 2.8

15158) a = 0 | b = -4.2 | c = 2.9

15159) a = 0 | b = -4.2 | c = 3

15160) a = 0 | b = -4.2 | c = 3.1

15161) a = 0 | b = -4.2 | c = 3.2

15162) a = 0 | b = -4.2 | c = 3.3

15163) a = 0 | b = -4.2 | c = 3.4

15164) a = 0 | b = -4.2 | c = 3.5

15165) a = 0 | b = -4.2 | c = 3.6

15166) a = 0 | b = -4.2 | c = 3.7

15167) a = 0 | b = -4.2 | c = 3.8

15168) a = 0 | b = -4.2 | c = 3.9

15169) a = 0 | b = -4.2 | c = 4

15170) a = 0 | b = -4.2 | c = 4.1

15171) a = 0 | b = -4.2 | c = 4.2

15172) a = 0 | b = -4.2 | c = 4.3

15173) a = 0 | b = -4.2 | c = 4.4

15174) a = 0 | b = -4.2 | c = 4.5

15175) a = 0 | b = -4.2 | c = 4.6

15176) a = 0 | b = -4.2 | c = 4.7

15177) a = 0 | b = -4.2 | c = 4.8

15178) a = 0 | b = -4.2 | c = 4.9

15179) a = 0 | b = -4.2 | c = 5

15180) a = 0 | b = -4.2 | c = 5.1

15181) a = 0 | b = -4.2 | c = 5.2

15182) a = 0 | b = -4.2 | c = 5.3

15183) a = 0 | b = -4.2 | c = 5.4

15184) a = 0 | b = -4.2 | c = 5.5

15185) a = 0 | b = -4.2 | c = 5.6

15186) a = 0 | b = -4.2 | c = 5.7

15187) a = 0 | b = -4.2 | c = 5.8

15188) a = 0 | b = -4.2 | c = 5.9

15189) a = 0 | b = -4.2 | c = 6

15190) a = 0 | b = -4.2 | c = 6.1

15191) a = 0 | b = -4.2 | c = 6.2

15192) a = 0 | b = -4.2 | c = 6.3

15193) a = 0 | b = -4.2 | c = 6.4

15194) a = 0 | b = -4.2 | c = 6.5

15195) a = 0 | b = -4.2 | c = 6.6

15196) a = 0 | b = -4.2 | c = 6.7

15197) a = 0 | b = -4.2 | c = 6.8

15198) a = 0 | b = -4.2 | c = 6.9

15199) a = 0 | b = -4.2 | c = 7

15200) a = 0 | b = -4.2 | c = 7.1

15201) a = 0 | b = -4.2 | c = 7.2

15202) a = 0 | b = -4.2 | c = 7.3

15203) a = 0 | b = -4.2 | c = 7.4

15204) a = 0 | b = -4.2 | c = 7.5

15205) a = 0 | b = -4.2 | c = 7.6

15206) a = 0 | b = -4.2 | c = 7.7

15207) a = 0 | b = -4.2 | c = 7.8

15208) a = 0 | b = -4.2 | c = 7.9

15209) a = 0 | b = -4.2 | c = 8

15210) a = 0 | b = -4.2 | c = 8.1

15211) a = 0 | b = -4.2 | c = 8.2

15212) a = 0 | b = -4.2 | c = 8.3

15213) a = 0 | b = -4.2 | c = 8.4

15214) a = 0 | b = -4.2 | c = 8.5

15215) a = 0 | b = -4.2 | c = 8.6

15216) a = 0 | b = -4.2 | c = 8.7

15217) a = 0 | b = -4.2 | c = 8.8

15218) a = 0 | b = -4.2 | c = 8.9

15219) a = 0 | b = -4.2 | c = 9

15220) a = 0 | b = -4.1 | c = -9

15221) a = 0 | b = -4.1 | c = -8.9

15222) a = 0 | b = -4.1 | c = -8.8

15223) a = 0 | b = -4.1 | c = -8.7

15224) a = 0 | b = -4.1 | c = -8.6

15225) a = 0 | b = -4.1 | c = -8.5

15226) a = 0 | b = -4.1 | c = -8.4

15227) a = 0 | b = -4.1 | c = -8.3

15228) a = 0 | b = -4.1 | c = -8.2

15229) a = 0 | b = -4.1 | c = -8.1

15230) a = 0 | b = -4.1 | c = -8

15231) a = 0 | b = -4.1 | c = -7.9

15232) a = 0 | b = -4.1 | c = -7.8

15233) a = 0 | b = -4.1 | c = -7.7

15234) a = 0 | b = -4.1 | c = -7.6

15235) a = 0 | b = -4.1 | c = -7.5

15236) a = 0 | b = -4.1 | c = -7.4

15237) a = 0 | b = -4.1 | c = -7.3

15238) a = 0 | b = -4.1 | c = -7.2

15239) a = 0 | b = -4.1 | c = -7.1

15240) a = 0 | b = -4.1 | c = -7

15241) a = 0 | b = -4.1 | c = -6.9

15242) a = 0 | b = -4.1 | c = -6.8

15243) a = 0 | b = -4.1 | c = -6.7

15244) a = 0 | b = -4.1 | c = -6.6

15245) a = 0 | b = -4.1 | c = -6.5

15246) a = 0 | b = -4.1 | c = -6.4

15247) a = 0 | b = -4.1 | c = -6.3

15248) a = 0 | b = -4.1 | c = -6.2

15249) a = 0 | b = -4.1 | c = -6.1

15250) a = 0 | b = -4.1 | c = -6

15251) a = 0 | b = -4.1 | c = -5.9

15252) a = 0 | b = -4.1 | c = -5.8

15253) a = 0 | b = -4.1 | c = -5.7

15254) a = 0 | b = -4.1 | c = -5.6

15255) a = 0 | b = -4.1 | c = -5.5

15256) a = 0 | b = -4.1 | c = -5.4

15257) a = 0 | b = -4.1 | c = -5.3

15258) a = 0 | b = -4.1 | c = -5.2

15259) a = 0 | b = -4.1 | c = -5.1

15260) a = 0 | b = -4.1 | c = -5

15261) a = 0 | b = -4.1 | c = -4.9

15262) a = 0 | b = -4.1 | c = -4.8

15263) a = 0 | b = -4.1 | c = -4.7

15264) a = 0 | b = -4.1 | c = -4.6

15265) a = 0 | b = -4.1 | c = -4.5

15266) a = 0 | b = -4.1 | c = -4.4

15267) a = 0 | b = -4.1 | c = -4.3

15268) a = 0 | b = -4.1 | c = -4.2

15269) a = 0 | b = -4.1 | c = -4.1

15270) a = 0 | b = -4.1 | c = -4

15271) a = 0 | b = -4.1 | c = -3.9

15272) a = 0 | b = -4.1 | c = -3.8

15273) a = 0 | b = -4.1 | c = -3.7

15274) a = 0 | b = -4.1 | c = -3.6

15275) a = 0 | b = -4.1 | c = -3.5

15276) a = 0 | b = -4.1 | c = -3.4

15277) a = 0 | b = -4.1 | c = -3.3

15278) a = 0 | b = -4.1 | c = -3.2

15279) a = 0 | b = -4.1 | c = -3.1

15280) a = 0 | b = -4.1 | c = -3

15281) a = 0 | b = -4.1 | c = -2.9

15282) a = 0 | b = -4.1 | c = -2.8

15283) a = 0 | b = -4.1 | c = -2.7

15284) a = 0 | b = -4.1 | c = -2.6

15285) a = 0 | b = -4.1 | c = -2.5

15286) a = 0 | b = -4.1 | c = -2.4

15287) a = 0 | b = -4.1 | c = -2.3

15288) a = 0 | b = -4.1 | c = -2.2

15289) a = 0 | b = -4.1 | c = -2.1

15290) a = 0 | b = -4.1 | c = -2

15291) a = 0 | b = -4.1 | c = -1.9

15292) a = 0 | b = -4.1 | c = -1.8

15293) a = 0 | b = -4.1 | c = -1.7

15294) a = 0 | b = -4.1 | c = -1.6

15295) a = 0 | b = -4.1 | c = -1.5

15296) a = 0 | b = -4.1 | c = -1.4

15297) a = 0 | b = -4.1 | c = -1.3

15298) a = 0 | b = -4.1 | c = -1.2

15299) a = 0 | b = -4.1 | c = -1.1

15300) a = 0 | b = -4.1 | c = -1

15301) a = 0 | b = -4.1 | c = -0.9

15302) a = 0 | b = -4.1 | c = -0.8

15303) a = 0 | b = -4.1 | c = -0.7

15304) a = 0 | b = -4.1 | c = -0.6

15305) a = 0 | b = -4.1 | c = -0.5

15306) a = 0 | b = -4.1 | c = -0.4

15307) a = 0 | b = -4.1 | c = -0.3

15308) a = 0 | b = -4.1 | c = -0.2

15309) a = 0 | b = -4.1 | c = -0.1

15310) a = 0 | b = -4.1 | c = 0

15311) a = 0 | b = -4.1 | c = 0.1

15312) a = 0 | b = -4.1 | c = 0.2

15313) a = 0 | b = -4.1 | c = 0.3

15314) a = 0 | b = -4.1 | c = 0.4

15315) a = 0 | b = -4.1 | c = 0.5

15316) a = 0 | b = -4.1 | c = 0.6

15317) a = 0 | b = -4.1 | c = 0.7

15318) a = 0 | b = -4.1 | c = 0.8

15319) a = 0 | b = -4.1 | c = 0.9

15320) a = 0 | b = -4.1 | c = 1

15321) a = 0 | b = -4.1 | c = 1.1

15322) a = 0 | b = -4.1 | c = 1.2

15323) a = 0 | b = -4.1 | c = 1.3

15324) a = 0 | b = -4.1 | c = 1.4

15325) a = 0 | b = -4.1 | c = 1.5

15326) a = 0 | b = -4.1 | c = 1.6

15327) a = 0 | b = -4.1 | c = 1.7

15328) a = 0 | b = -4.1 | c = 1.8

15329) a = 0 | b = -4.1 | c = 1.9

15330) a = 0 | b = -4.1 | c = 2

15331) a = 0 | b = -4.1 | c = 2.1

15332) a = 0 | b = -4.1 | c = 2.2

15333) a = 0 | b = -4.1 | c = 2.3

15334) a = 0 | b = -4.1 | c = 2.4

15335) a = 0 | b = -4.1 | c = 2.5

15336) a = 0 | b = -4.1 | c = 2.6

15337) a = 0 | b = -4.1 | c = 2.7

15338) a = 0 | b = -4.1 | c = 2.8

15339) a = 0 | b = -4.1 | c = 2.9

15340) a = 0 | b = -4.1 | c = 3

15341) a = 0 | b = -4.1 | c = 3.1

15342) a = 0 | b = -4.1 | c = 3.2

15343) a = 0 | b = -4.1 | c = 3.3

15344) a = 0 | b = -4.1 | c = 3.4

15345) a = 0 | b = -4.1 | c = 3.5

15346) a = 0 | b = -4.1 | c = 3.6

15347) a = 0 | b = -4.1 | c = 3.7

15348) a = 0 | b = -4.1 | c = 3.8

15349) a = 0 | b = -4.1 | c = 3.9

15350) a = 0 | b = -4.1 | c = 4

15351) a = 0 | b = -4.1 | c = 4.1

15352) a = 0 | b = -4.1 | c = 4.2

15353) a = 0 | b = -4.1 | c = 4.3

15354) a = 0 | b = -4.1 | c = 4.4

15355) a = 0 | b = -4.1 | c = 4.5

15356) a = 0 | b = -4.1 | c = 4.6

15357) a = 0 | b = -4.1 | c = 4.7

15358) a = 0 | b = -4.1 | c = 4.8

15359) a = 0 | b = -4.1 | c = 4.9

15360) a = 0 | b = -4.1 | c = 5

15361) a = 0 | b = -4.1 | c = 5.1

15362) a = 0 | b = -4.1 | c = 5.2

15363) a = 0 | b = -4.1 | c = 5.3

15364) a = 0 | b = -4.1 | c = 5.4

15365) a = 0 | b = -4.1 | c = 5.5

15366) a = 0 | b = -4.1 | c = 5.6

15367) a = 0 | b = -4.1 | c = 5.7

15368) a = 0 | b = -4.1 | c = 5.8

15369) a = 0 | b = -4.1 | c = 5.9

15370) a = 0 | b = -4.1 | c = 6

15371) a = 0 | b = -4.1 | c = 6.1

15372) a = 0 | b = -4.1 | c = 6.2

15373) a = 0 | b = -4.1 | c = 6.3

15374) a = 0 | b = -4.1 | c = 6.4

15375) a = 0 | b = -4.1 | c = 6.5

15376) a = 0 | b = -4.1 | c = 6.6

15377) a = 0 | b = -4.1 | c = 6.7

15378) a = 0 | b = -4.1 | c = 6.8

15379) a = 0 | b = -4.1 | c = 6.9

15380) a = 0 | b = -4.1 | c = 7

15381) a = 0 | b = -4.1 | c = 7.1

15382) a = 0 | b = -4.1 | c = 7.2

15383) a = 0 | b = -4.1 | c = 7.3

15384) a = 0 | b = -4.1 | c = 7.4

15385) a = 0 | b = -4.1 | c = 7.5

15386) a = 0 | b = -4.1 | c = 7.6

15387) a = 0 | b = -4.1 | c = 7.7

15388) a = 0 | b = -4.1 | c = 7.8

15389) a = 0 | b = -4.1 | c = 7.9

15390) a = 0 | b = -4.1 | c = 8

15391) a = 0 | b = -4.1 | c = 8.1

15392) a = 0 | b = -4.1 | c = 8.2

15393) a = 0 | b = -4.1 | c = 8.3

15394) a = 0 | b = -4.1 | c = 8.4

15395) a = 0 | b = -4.1 | c = 8.5

15396) a = 0 | b = -4.1 | c = 8.6

15397) a = 0 | b = -4.1 | c = 8.7

15398) a = 0 | b = -4.1 | c = 8.8

15399) a = 0 | b = -4.1 | c = 8.9

15400) a = 0 | b = -4.1 | c = 9

15401) a = 0 | b = -4 | c = -9

15402) a = 0 | b = -4 | c = -8.9

15403) a = 0 | b = -4 | c = -8.8

15404) a = 0 | b = -4 | c = -8.7

15405) a = 0 | b = -4 | c = -8.6

15406) a = 0 | b = -4 | c = -8.5

15407) a = 0 | b = -4 | c = -8.4

15408) a = 0 | b = -4 | c = -8.3

15409) a = 0 | b = -4 | c = -8.2

15410) a = 0 | b = -4 | c = -8.1

15411) a = 0 | b = -4 | c = -8

15412) a = 0 | b = -4 | c = -7.9

15413) a = 0 | b = -4 | c = -7.8

15414) a = 0 | b = -4 | c = -7.7

15415) a = 0 | b = -4 | c = -7.6

15416) a = 0 | b = -4 | c = -7.5

15417) a = 0 | b = -4 | c = -7.4

15418) a = 0 | b = -4 | c = -7.3

15419) a = 0 | b = -4 | c = -7.2

15420) a = 0 | b = -4 | c = -7.1

15421) a = 0 | b = -4 | c = -7

15422) a = 0 | b = -4 | c = -6.9

15423) a = 0 | b = -4 | c = -6.8

15424) a = 0 | b = -4 | c = -6.7

15425) a = 0 | b = -4 | c = -6.6

15426) a = 0 | b = -4 | c = -6.5

15427) a = 0 | b = -4 | c = -6.4

15428) a = 0 | b = -4 | c = -6.3

15429) a = 0 | b = -4 | c = -6.2

15430) a = 0 | b = -4 | c = -6.1

15431) a = 0 | b = -4 | c = -6

15432) a = 0 | b = -4 | c = -5.9

15433) a = 0 | b = -4 | c = -5.8

15434) a = 0 | b = -4 | c = -5.7

15435) a = 0 | b = -4 | c = -5.6

15436) a = 0 | b = -4 | c = -5.5

15437) a = 0 | b = -4 | c = -5.4

15438) a = 0 | b = -4 | c = -5.3

15439) a = 0 | b = -4 | c = -5.2

15440) a = 0 | b = -4 | c = -5.1

15441) a = 0 | b = -4 | c = -5

15442) a = 0 | b = -4 | c = -4.9

15443) a = 0 | b = -4 | c = -4.8

15444) a = 0 | b = -4 | c = -4.7

15445) a = 0 | b = -4 | c = -4.6

15446) a = 0 | b = -4 | c = -4.5

15447) a = 0 | b = -4 | c = -4.4

15448) a = 0 | b = -4 | c = -4.3

15449) a = 0 | b = -4 | c = -4.2

15450) a = 0 | b = -4 | c = -4.1

15451) a = 0 | b = -4 | c = -4

15452) a = 0 | b = -4 | c = -3.9

15453) a = 0 | b = -4 | c = -3.8

15454) a = 0 | b = -4 | c = -3.7

15455) a = 0 | b = -4 | c = -3.6

15456) a = 0 | b = -4 | c = -3.5

15457) a = 0 | b = -4 | c = -3.4

15458) a = 0 | b = -4 | c = -3.3

15459) a = 0 | b = -4 | c = -3.2

15460) a = 0 | b = -4 | c = -3.1

15461) a = 0 | b = -4 | c = -3

15462) a = 0 | b = -4 | c = -2.9

15463) a = 0 | b = -4 | c = -2.8

15464) a = 0 | b = -4 | c = -2.7

15465) a = 0 | b = -4 | c = -2.6

15466) a = 0 | b = -4 | c = -2.5

15467) a = 0 | b = -4 | c = -2.4

15468) a = 0 | b = -4 | c = -2.3

15469) a = 0 | b = -4 | c = -2.2

15470) a = 0 | b = -4 | c = -2.1

15471) a = 0 | b = -4 | c = -2

15472) a = 0 | b = -4 | c = -1.9

15473) a = 0 | b = -4 | c = -1.8

15474) a = 0 | b = -4 | c = -1.7

15475) a = 0 | b = -4 | c = -1.6

15476) a = 0 | b = -4 | c = -1.5

15477) a = 0 | b = -4 | c = -1.4

15478) a = 0 | b = -4 | c = -1.3

15479) a = 0 | b = -4 | c = -1.2

15480) a = 0 | b = -4 | c = -1.1

15481) a = 0 | b = -4 | c = -1

15482) a = 0 | b = -4 | c = -0.9

15483) a = 0 | b = -4 | c = -0.8

15484) a = 0 | b = -4 | c = -0.7

15485) a = 0 | b = -4 | c = -0.6

15486) a = 0 | b = -4 | c = -0.5

15487) a = 0 | b = -4 | c = -0.4

15488) a = 0 | b = -4 | c = -0.3

15489) a = 0 | b = -4 | c = -0.2

15490) a = 0 | b = -4 | c = -0.1

15491) a = 0 | b = -4 | c = 0

15492) a = 0 | b = -4 | c = 0.1

15493) a = 0 | b = -4 | c = 0.2

15494) a = 0 | b = -4 | c = 0.3

15495) a = 0 | b = -4 | c = 0.4

15496) a = 0 | b = -4 | c = 0.5

15497) a = 0 | b = -4 | c = 0.6

15498) a = 0 | b = -4 | c = 0.7

15499) a = 0 | b = -4 | c = 0.8

15500) a = 0 | b = -4 | c = 0.9

15501) a = 0 | b = -4 | c = 1

15502) a = 0 | b = -4 | c = 1.1

15503) a = 0 | b = -4 | c = 1.2

15504) a = 0 | b = -4 | c = 1.3

15505) a = 0 | b = -4 | c = 1.4

15506) a = 0 | b = -4 | c = 1.5

15507) a = 0 | b = -4 | c = 1.6

15508) a = 0 | b = -4 | c = 1.7

15509) a = 0 | b = -4 | c = 1.8

15510) a = 0 | b = -4 | c = 1.9

15511) a = 0 | b = -4 | c = 2

15512) a = 0 | b = -4 | c = 2.1

15513) a = 0 | b = -4 | c = 2.2

15514) a = 0 | b = -4 | c = 2.3

15515) a = 0 | b = -4 | c = 2.4

15516) a = 0 | b = -4 | c = 2.5

15517) a = 0 | b = -4 | c = 2.6

15518) a = 0 | b = -4 | c = 2.7

15519) a = 0 | b = -4 | c = 2.8

15520) a = 0 | b = -4 | c = 2.9

15521) a = 0 | b = -4 | c = 3

15522) a = 0 | b = -4 | c = 3.1

15523) a = 0 | b = -4 | c = 3.2

15524) a = 0 | b = -4 | c = 3.3

15525) a = 0 | b = -4 | c = 3.4

15526) a = 0 | b = -4 | c = 3.5

15527) a = 0 | b = -4 | c = 3.6

15528) a = 0 | b = -4 | c = 3.7

15529) a = 0 | b = -4 | c = 3.8

15530) a = 0 | b = -4 | c = 3.9

15531) a = 0 | b = -4 | c = 4

15532) a = 0 | b = -4 | c = 4.1

15533) a = 0 | b = -4 | c = 4.2

15534) a = 0 | b = -4 | c = 4.3

15535) a = 0 | b = -4 | c = 4.4

15536) a = 0 | b = -4 | c = 4.5

15537) a = 0 | b = -4 | c = 4.6

15538) a = 0 | b = -4 | c = 4.7

15539) a = 0 | b = -4 | c = 4.8

15540) a = 0 | b = -4 | c = 4.9

15541) a = 0 | b = -4 | c = 5

15542) a = 0 | b = -4 | c = 5.1

15543) a = 0 | b = -4 | c = 5.2

15544) a = 0 | b = -4 | c = 5.3

15545) a = 0 | b = -4 | c = 5.4

15546) a = 0 | b = -4 | c = 5.5

15547) a = 0 | b = -4 | c = 5.6

15548) a = 0 | b = -4 | c = 5.7

15549) a = 0 | b = -4 | c = 5.8

15550) a = 0 | b = -4 | c = 5.9

15551) a = 0 | b = -4 | c = 6

15552) a = 0 | b = -4 | c = 6.1

15553) a = 0 | b = -4 | c = 6.2

15554) a = 0 | b = -4 | c = 6.3

15555) a = 0 | b = -4 | c = 6.4

15556) a = 0 | b = -4 | c = 6.5

15557) a = 0 | b = -4 | c = 6.6

15558) a = 0 | b = -4 | c = 6.7

15559) a = 0 | b = -4 | c = 6.8

15560) a = 0 | b = -4 | c = 6.9

15561) a = 0 | b = -4 | c = 7

15562) a = 0 | b = -4 | c = 7.1

15563) a = 0 | b = -4 | c = 7.2

15564) a = 0 | b = -4 | c = 7.3

15565) a = 0 | b = -4 | c = 7.4

15566) a = 0 | b = -4 | c = 7.5

15567) a = 0 | b = -4 | c = 7.6

15568) a = 0 | b = -4 | c = 7.7

15569) a = 0 | b = -4 | c = 7.8

15570) a = 0 | b = -4 | c = 7.9

15571) a = 0 | b = -4 | c = 8

15572) a = 0 | b = -4 | c = 8.1

15573) a = 0 | b = -4 | c = 8.2

15574) a = 0 | b = -4 | c = 8.3

15575) a = 0 | b = -4 | c = 8.4

15576) a = 0 | b = -4 | c = 8.5

15577) a = 0 | b = -4 | c = 8.6

15578) a = 0 | b = -4 | c = 8.7

15579) a = 0 | b = -4 | c = 8.8

15580) a = 0 | b = -4 | c = 8.9

15581) a = 0 | b = -4 | c = 9

15582) a = 0 | b = -3.9 | c = -9

15583) a = 0 | b = -3.9 | c = -8.9

15584) a = 0 | b = -3.9 | c = -8.8

15585) a = 0 | b = -3.9 | c = -8.7

15586) a = 0 | b = -3.9 | c = -8.6

15587) a = 0 | b = -3.9 | c = -8.5

15588) a = 0 | b = -3.9 | c = -8.4

15589) a = 0 | b = -3.9 | c = -8.3

15590) a = 0 | b = -3.9 | c = -8.2

15591) a = 0 | b = -3.9 | c = -8.1

15592) a = 0 | b = -3.9 | c = -8

15593) a = 0 | b = -3.9 | c = -7.9

15594) a = 0 | b = -3.9 | c = -7.8

15595) a = 0 | b = -3.9 | c = -7.7

15596) a = 0 | b = -3.9 | c = -7.6

15597) a = 0 | b = -3.9 | c = -7.5

15598) a = 0 | b = -3.9 | c = -7.4

15599) a = 0 | b = -3.9 | c = -7.3

15600) a = 0 | b = -3.9 | c = -7.2

15601) a = 0 | b = -3.9 | c = -7.1

15602) a = 0 | b = -3.9 | c = -7

15603) a = 0 | b = -3.9 | c = -6.9

15604) a = 0 | b = -3.9 | c = -6.8

15605) a = 0 | b = -3.9 | c = -6.7

15606) a = 0 | b = -3.9 | c = -6.6

15607) a = 0 | b = -3.9 | c = -6.5

15608) a = 0 | b = -3.9 | c = -6.4

15609) a = 0 | b = -3.9 | c = -6.3

15610) a = 0 | b = -3.9 | c = -6.2

15611) a = 0 | b = -3.9 | c = -6.1

15612) a = 0 | b = -3.9 | c = -6

15613) a = 0 | b = -3.9 | c = -5.9

15614) a = 0 | b = -3.9 | c = -5.8

15615) a = 0 | b = -3.9 | c = -5.7

15616) a = 0 | b = -3.9 | c = -5.6

15617) a = 0 | b = -3.9 | c = -5.5

15618) a = 0 | b = -3.9 | c = -5.4

15619) a = 0 | b = -3.9 | c = -5.3

15620) a = 0 | b = -3.9 | c = -5.2

15621) a = 0 | b = -3.9 | c = -5.1

15622) a = 0 | b = -3.9 | c = -5

15623) a = 0 | b = -3.9 | c = -4.9

15624) a = 0 | b = -3.9 | c = -4.8

15625) a = 0 | b = -3.9 | c = -4.7

15626) a = 0 | b = -3.9 | c = -4.6

15627) a = 0 | b = -3.9 | c = -4.5

15628) a = 0 | b = -3.9 | c = -4.4

15629) a = 0 | b = -3.9 | c = -4.3

15630) a = 0 | b = -3.9 | c = -4.2

15631) a = 0 | b = -3.9 | c = -4.1

15632) a = 0 | b = -3.9 | c = -4

15633) a = 0 | b = -3.9 | c = -3.9

15634) a = 0 | b = -3.9 | c = -3.8

15635) a = 0 | b = -3.9 | c = -3.7

15636) a = 0 | b = -3.9 | c = -3.6

15637) a = 0 | b = -3.9 | c = -3.5

15638) a = 0 | b = -3.9 | c = -3.4

15639) a = 0 | b = -3.9 | c = -3.3

15640) a = 0 | b = -3.9 | c = -3.2

15641) a = 0 | b = -3.9 | c = -3.1

15642) a = 0 | b = -3.9 | c = -3

15643) a = 0 | b = -3.9 | c = -2.9

15644) a = 0 | b = -3.9 | c = -2.8

15645) a = 0 | b = -3.9 | c = -2.7

15646) a = 0 | b = -3.9 | c = -2.6

15647) a = 0 | b = -3.9 | c = -2.5

15648) a = 0 | b = -3.9 | c = -2.4

15649) a = 0 | b = -3.9 | c = -2.3

15650) a = 0 | b = -3.9 | c = -2.2

15651) a = 0 | b = -3.9 | c = -2.1

15652) a = 0 | b = -3.9 | c = -2

15653) a = 0 | b = -3.9 | c = -1.9

15654) a = 0 | b = -3.9 | c = -1.8

15655) a = 0 | b = -3.9 | c = -1.7

15656) a = 0 | b = -3.9 | c = -1.6

15657) a = 0 | b = -3.9 | c = -1.5

15658) a = 0 | b = -3.9 | c = -1.4

