1) d = 81 | x1 = -1.0 | x2 = 0
14383) d = 21.16 | x1 = 0 | x2 = 0

14384) d = 21.16 | x1 = 0 | x2 = 0

14385) d = 21.16 | x1 = 0 | x2 = 0

14386) d = 21.16 | x1 = 0 | x2 = 0

14387) d = 21.16 | x1 = 0 | x2 = 0

14388) d = 21.16 | x1 = 0 | x2 = 0

14389) d = 21.16 | x1 = 0 | x2 = 0

14390) d = 21.16 | x1 = 0 | x2 = 0

14391) d = 21.16 | x1 = 0 | x2 = 0

14392) d = 21.16 | x1 = 0 | x2 = 0

14393) d = 21.16 | x1 = 0 | x2 = 0

14394) d = 21.16 | x1 = 0 | x2 = 0

14395) d = 21.16 | x1 = 0 | x2 = 0

14396) d = 21.16 | x1 = 0 | x2 = 0

14397) d = 21.16 | x1 = 0 | x2 = 0

14398) d = 21.16 | x1 = 0 | x2 = 0

14399) d = 21.16 | x1 = 0 | x2 = 0

14400) d = 21.16 | x1 = 0 | x2 = 0

14401) d = 21.16 | x1 = 0 | x2 = 0

14402) d = 21.16 | x1 = 0 | x2 = 0

14403) d = 21.16 | x1 = 0 | x2 = 0

14404) d = 21.16 | x1 = 0 | x2 = 0

14405) d = 21.16 | x1 = 0 | x2 = 0

14406) d = 21.16 | x1 = 0 | x2 = 0

14407) d = 21.16 | x1 = 0 | x2 = 0

14408) d = 21.16 | x1 = 0 | x2 = 0

14409) d = 21.16 | x1 = 0 | x2 = 0

14410) d = 21.16 | x1 = 0 | x2 = 0

14411) d = 21.16 | x1 = 0 | x2 = 0

14412) d = 21.16 | x1 = 0 | x2 = 0

14413) d = 21.16 | x1 = 0 | x2 = 0

14414) d = 21.16 | x1 = 0 | x2 = 0

14415) d = 21.16 | x1 = 0 | x2 = 0

14416) d = 21.16 | x1 = 0 | x2 = 0

14417) d = 21.16 | x1 = 0 | x2 = 0

14418) d = 21.16 | x1 = 0 | x2 = 0

14419) d = 21.16 | x1 = 0 | x2 = 0

14420) d = 21.16 | x1 = 0 | x2 = 0

14421) d = 21.16 | x1 = 0 | x2 = 0

14422) d = 21.16 | x1 = 0 | x2 = 0

14423) d = 21.16 | x1 = 0 | x2 = 0

14424) d = 21.16 | x1 = 0 | x2 = 0

14425) d = 21.16 | x1 = 0 | x2 = 0

14426) d = 21.16 | x1 = 0 | x2 = 0

14427) d = 21.16 | x1 = 0 | x2 = 0

14428) d = 21.16 | x1 = 0 | x2 = 0

14429) d = 21.16 | x1 = 0 | x2 = 0

14430) d = 21.16 | x1 = 0 | x2 = 0

14431) d = 21.16 | x1 = 0 | x2 = 0

14432) d = 21.16 | x1 = 0 | x2 = 0

14433) d = 21.16 | x1 = 0 | x2 = 0

14434) d = 21.16 | x1 = 0 | x2 = 0

14435) d = 21.16 | x1 = 0 | x2 = 0

14436) d = 21.16 | x1 = 0 | x2 = 0

14437) d = 21.16 | x1 = 0 | x2 = 0

14438) d = 21.16 | x1 = 0 | x2 = 0

14439) d = 21.16 | x1 = 0 | x2 = 0

14440) d = 21.16 | x1 = 0 | x2 = 0

14441) d = 21.16 | x1 = 0 | x2 = 0

14442) d = 21.16 | x1 = 0 | x2 = 0

14443) d = 21.16 | x1 = 0 | x2 = 0

14444) d = 21.16 | x1 = 0 | x2 = 0

14445) d = 21.16 | x1 = 0 | x2 = 0

14446) d = 21.16 | x1 = 0 | x2 = 0

14447) d = 21.16 | x1 = 0 | x2 = 0

14448) d = 21.16 | x1 = 0 | x2 = 0

14449) d = 21.16 | x1 = 0 | x2 = 0

14450) d = 21.16 | x1 = 0 | x2 = 0

14451) d = 21.16 | x1 = 0 | x2 = 0

14452) d = 21.16 | x1 = 0 | x2 = 0

14453) d = 21.16 | x1 = 0 | x2 = 0

14454) d = 21.16 | x1 = 0 | x2 = 0

14455) d = 21.16 | x1 = 0 | x2 = 0

14456) d = 21.16 | x1 = 0 | x2 = 0

14457) d = 21.16 | x1 = 0 | x2 = 0

14458) d = 21.16 | x1 = 0 | x2 = 0

14459) d = 21.16 | x1 = 0 | x2 = 0

14460) d = 21.16 | x1 = 0 | x2 = 0

14461) d = 21.16 | x1 = 0 | x2 = 0

14462) d = 21.16 | x1 = 0 | x2 = 0

14463) d = 21.16 | x1 = 0 | x2 = 0

14464) d = 21.16 | x1 = 0 | x2 = 0

14465) d = 21.16 | x1 = 0 | x2 = 0

14466) d = 21.16 | x1 = 0 | x2 = 0

14467) d = 21.16 | x1 = 0 | x2 = 0

14468) d = 21.16 | x1 = 0 | x2 = 0

14469) d = 21.16 | x1 = 0 | x2 = 0

14470) d = 21.16 | x1 = 0 | x2 = 0

14471) d = 21.16 | x1 = 0 | x2 = 0

14472) d = 21.16 | x1 = 0 | x2 = 0

14473) d = 21.16 | x1 = 0 | x2 = 0

14474) d = 21.16 | x1 = 0 | x2 = 0

14475) d = 21.16 | x1 = 0 | x2 = 0

14476) d = 21.16 | x1 = 0 | x2 = 0

14477) d = 21.16 | x1 = 0 | x2 = 0

14478) d = 21.16 | x1 = 0 | x2 = 0

14479) d = 21.16 | x1 = 0 | x2 = 0

14480) d = 21.16 | x1 = 0 | x2 = 0

14481) d = 21.16 | x1 = 0 | x2 = 0

14482) d = 21.16 | x1 = 0 | x2 = 0

14483) d = 21.16 | x1 = 0 | x2 = 0

14484) d = 21.16 | x1 = 0 | x2 = 0

14485) d = 21.16 | x1 = 0 | x2 = 0

14486) d = 21.16 | x1 = 0 | x2 = 0

14487) d = 21.16 | x1 = 0 | x2 = 0

14488) d = 21.16 | x1 = 0 | x2 = 0

14489) d = 21.16 | x1 = 0 | x2 = 0

14490) d = 21.16 | x1 = 0 | x2 = 0

14491) d = 21.16 | x1 = 0 | x2 = 0

14492) d = 21.16 | x1 = 0 | x2 = 0

14493) d = 21.16 | x1 = 0 | x2 = 0

14494) d = 21.16 | x1 = 0 | x2 = 0

14495) d = 21.16 | x1 = 0 | x2 = 0

14496) d = 20.25 | x1 = 0 | x2 = 0

14497) d = 20.25 | x1 = 0 | x2 = 0

14498) d = 20.25 | x1 = 0 | x2 = 0

14499) d = 20.25 | x1 = 0 | x2 = 0

14500) d = 20.25 | x1 = 0 | x2 = 0

14501) d = 20.25 | x1 = 0 | x2 = 0

14502) d = 20.25 | x1 = 0 | x2 = 0

14503) d = 20.25 | x1 = 0 | x2 = 0

14504) d = 20.25 | x1 = 0 | x2 = 0

14505) d = 20.25 | x1 = 0 | x2 = 0

14506) d = 20.25 | x1 = 0 | x2 = 0

14507) d = 20.25 | x1 = 0 | x2 = 0

14508) d = 20.25 | x1 = 0 | x2 = 0

14509) d = 20.25 | x1 = 0 | x2 = 0

14510) d = 20.25 | x1 = 0 | x2 = 0

14511) d = 20.25 | x1 = 0 | x2 = 0

14512) d = 20.25 | x1 = 0 | x2 = 0

14513) d = 20.25 | x1 = 0 | x2 = 0

14514) d = 20.25 | x1 = 0 | x2 = 0

14515) d = 20.25 | x1 = 0 | x2 = 0

14516) d = 20.25 | x1 = 0 | x2 = 0

14517) d = 20.25 | x1 = 0 | x2 = 0

14518) d = 20.25 | x1 = 0 | x2 = 0

14519) d = 20.25 | x1 = 0 | x2 = 0

14520) d = 20.25 | x1 = 0 | x2 = 0

14521) d = 20.25 | x1 = 0 | x2 = 0

14522) d = 20.25 | x1 = 0 | x2 = 0

14523) d = 20.25 | x1 = 0 | x2 = 0

14524) d = 20.25 | x1 = 0 | x2 = 0

14525) d = 20.25 | x1 = 0 | x2 = 0

14526) d = 20.25 | x1 = 0 | x2 = 0

14527) d = 20.25 | x1 = 0 | x2 = 0

14528) d = 20.25 | x1 = 0 | x2 = 0

14529) d = 20.25 | x1 = 0 | x2 = 0

14530) d = 20.25 | x1 = 0 | x2 = 0

14531) d = 20.25 | x1 = 0 | x2 = 0

14532) d = 20.25 | x1 = 0 | x2 = 0

14533) d = 20.25 | x1 = 0 | x2 = 0

14534) d = 20.25 | x1 = 0 | x2 = 0

14535) d = 20.25 | x1 = 0 | x2 = 0

14536) d = 20.25 | x1 = 0 | x2 = 0

14537) d = 20.25 | x1 = 0 | x2 = 0

14538) d = 20.25 | x1 = 0 | x2 = 0

14539) d = 20.25 | x1 = 0 | x2 = 0

14540) d = 20.25 | x1 = 0 | x2 = 0

14541) d = 20.25 | x1 = 0 | x2 = 0

14542) d = 20.25 | x1 = 0 | x2 = 0

14543) d = 20.25 | x1 = 0 | x2 = 0

14544) d = 20.25 | x1 = 0 | x2 = 0

14545) d = 20.25 | x1 = 0 | x2 = 0

14546) d = 20.25 | x1 = 0 | x2 = 0

14547) d = 20.25 | x1 = 0 | x2 = 0

14548) d = 20.25 | x1 = 0 | x2 = 0

14549) d = 20.25 | x1 = 0 | x2 = 0

14550) d = 20.25 | x1 = 0 | x2 = 0

14551) d = 20.25 | x1 = 0 | x2 = 0

14552) d = 20.25 | x1 = 0 | x2 = 0

14553) d = 20.25 | x1 = 0 | x2 = 0

14554) d = 20.25 | x1 = 0 | x2 = 0

14555) d = 20.25 | x1 = 0 | x2 = 0

14556) d = 20.25 | x1 = 0 | x2 = 0

14557) d = 20.25 | x1 = 0 | x2 = 0

14558) d = 20.25 | x1 = 0 | x2 = 0

14559) d = 20.25 | x1 = 0 | x2 = 0

14560) d = 20.25 | x1 = 0 | x2 = 0

14561) d = 20.25 | x1 = 0 | x2 = 0

14562) d = 20.25 | x1 = 0 | x2 = 0

14563) d = 20.25 | x1 = 0 | x2 = 0

14564) d = 20.25 | x1 = 0 | x2 = 0

14565) d = 20.25 | x1 = 0 | x2 = 0

14566) d = 20.25 | x1 = 0 | x2 = 0

14567) d = 20.25 | x1 = 0 | x2 = 0

14568) d = 20.25 | x1 = 0 | x2 = 0

14569) d = 20.25 | x1 = 0 | x2 = 0

14570) d = 20.25 | x1 = 0 | x2 = 0

14571) d = 20.25 | x1 = 0 | x2 = 0

14572) d = 20.25 | x1 = 0 | x2 = 0

14573) d = 20.25 | x1 = 0 | x2 = 0

14574) d = 20.25 | x1 = 0 | x2 = 0

14575) d = 20.25 | x1 = 0 | x2 = 0

14576) d = 20.25 | x1 = 0 | x2 = 0

14577) d = 20.25 | x1 = 0 | x2 = 0

14578) d = 20.25 | x1 = 0 | x2 = 0

14579) d = 20.25 | x1 = 0 | x2 = 0

14580) d = 20.25 | x1 = 0 | x2 = 0

14581) d = 20.25 | x1 = 0 | x2 = 0

14582) d = 20.25 | x1 = 0 | x2 = 0

14583) d = 20.25 | x1 = 0 | x2 = 0

14584) d = 20.25 | x1 = 0 | x2 = 0

14585) d = 20.25 | x1 = 0 | x2 = 0

14586) d = 20.25 | x1 = 0 | x2 = 0

14587) d = 20.25 | x1 = 0 | x2 = 0

14588) d = 20.25 | x1 = 0 | x2 = 0

14589) d = 20.25 | x1 = 0 | x2 = 0

14590) d = 20.25 | x1 = 0 | x2 = 0

14591) d = 20.25 | x1 = 0 | x2 = 0

14592) d = 20.25 | x1 = 0 | x2 = 0

14593) d = 20.25 | x1 = 0 | x2 = 0

14594) d = 20.25 | x1 = 0 | x2 = 0

14595) d = 20.25 | x1 = 0 | x2 = 0

14596) d = 20.25 | x1 = 0 | x2 = 0

14597) d = 20.25 | x1 = 0 | x2 = 0

14598) d = 20.25 | x1 = 0 | x2 = 0

14599) d = 20.25 | x1 = 0 | x2 = 0

14600) d = 20.25 | x1 = 0 | x2 = 0

14601) d = 20.25 | x1 = 0 | x2 = 0

14602) d = 20.25 | x1 = 0 | x2 = 0

14603) d = 20.25 | x1 = 0 | x2 = 0

14604) d = 20.25 | x1 = 0 | x2 = 0

14605) d = 20.25 | x1 = 0 | x2 = 0

14606) d = 20.25 | x1 = 0 | x2 = 0

14607) d = 20.25 | x1 = 0 | x2 = 0

14608) d = 20.25 | x1 = 0 | x2 = 0

14609) d = 20.25 | x1 = 0 | x2 = 0

14610) d = 20.25 | x1 = 0 | x2 = 0

14611) d = 20.25 | x1 = 0 | x2 = 0

14612) d = 20.25 | x1 = 0 | x2 = 0

14613) d = 20.25 | x1 = 0 | x2 = 0

14614) d = 20.25 | x1 = 0 | x2 = 0

14615) d = 20.25 | x1 = 0 | x2 = 0

14616) d = 20.25 | x1 = 0 | x2 = 0

14617) d = 20.25 | x1 = 0 | x2 = 0

14618) d = 20.25 | x1 = 0 | x2 = 0

14619) d = 20.25 | x1 = 0 | x2 = 0

14620) d = 20.25 | x1 = 0 | x2 = 0

14621) d = 20.25 | x1 = 0 | x2 = 0

14622) d = 20.25 | x1 = 0 | x2 = 0

14623) d = 20.25 | x1 = 0 | x2 = 0

14624) d = 20.25 | x1 = 0 | x2 = 0

14625) d = 20.25 | x1 = 0 | x2 = 0

14626) d = 20.25 | x1 = 0 | x2 = 0

14627) d = 20.25 | x1 = 0 | x2 = 0

14628) d = 20.25 | x1 = 0 | x2 = 0

14629) d = 20.25 | x1 = 0 | x2 = 0

14630) d = 20.25 | x1 = 0 | x2 = 0

14631) d = 20.25 | x1 = 0 | x2 = 0

14632) d = 20.25 | x1 = 0 | x2 = 0

14633) d = 20.25 | x1 = 0 | x2 = 0

14634) d = 20.25 | x1 = 0 | x2 = 0

14635) d = 20.25 | x1 = 0 | x2 = 0

14636) d = 20.25 | x1 = 0 | x2 = 0

14637) d = 20.25 | x1 = 0 | x2 = 0

14638) d = 20.25 | x1 = 0 | x2 = 0

14639) d = 20.25 | x1 = 0 | x2 = 0

14640) d = 20.25 | x1 = 0 | x2 = 0

14641) d = 20.25 | x1 = 0 | x2 = 0

14642) d = 20.25 | x1 = 0 | x2 = 0

14643) d = 20.25 | x1 = 0 | x2 = 0

14644) d = 20.25 | x1 = 0 | x2 = 0

14645) d = 20.25 | x1 = 0 | x2 = 0

14646) d = 20.25 | x1 = 0 | x2 = 0

14647) d = 20.25 | x1 = 0 | x2 = 0

14648) d = 20.25 | x1 = 0 | x2 = 0

14649) d = 20.25 | x1 = 0 | x2 = 0

14650) d = 20.25 | x1 = 0 | x2 = 0

14651) d = 20.25 | x1 = 0 | x2 = 0

14652) d = 20.25 | x1 = 0 | x2 = 0

14653) d = 20.25 | x1 = 0 | x2 = 0

14654) d = 20.25 | x1 = 0 | x2 = 0

14655) d = 20.25 | x1 = 0 | x2 = 0

14656) d = 20.25 | x1 = 0 | x2 = 0

14657) d = 20.25 | x1 = 0 | x2 = 0

14658) d = 20.25 | x1 = 0 | x2 = 0

14659) d = 20.25 | x1 = 0 | x2 = 0

14660) d = 20.25 | x1 = 0 | x2 = 0

14661) d = 20.25 | x1 = 0 | x2 = 0

14662) d = 20.25 | x1 = 0 | x2 = 0

14663) d = 20.25 | x1 = 0 | x2 = 0

14664) d = 20.25 | x1 = 0 | x2 = 0

14665) d = 20.25 | x1 = 0 | x2 = 0

14666) d = 20.25 | x1 = 0 | x2 = 0

14667) d = 20.25 | x1 = 0 | x2 = 0

14668) d = 20.25 | x1 = 0 | x2 = 0

14669) d = 20.25 | x1 = 0 | x2 = 0

14670) d = 20.25 | x1 = 0 | x2 = 0

14671) d = 20.25 | x1 = 0 | x2 = 0

14672) d = 20.25 | x1 = 0 | x2 = 0

14673) d = 20.25 | x1 = 0 | x2 = 0

14674) d = 20.25 | x1 = 0 | x2 = 0

14675) d = 20.25 | x1 = 0 | x2 = 0

14676) d = 20.25 | x1 = 0 | x2 = 0

14677) d = 19.36 | x1 = 0 | x2 = 0

14678) d = 19.36 | x1 = 0 | x2 = 0

14679) d = 19.36 | x1 = 0 | x2 = 0

14680) d = 19.36 | x1 = 0 | x2 = 0

14681) d = 19.36 | x1 = 0 | x2 = 0

14682) d = 19.36 | x1 = 0 | x2 = 0

14683) d = 19.36 | x1 = 0 | x2 = 0

14684) d = 19.36 | x1 = 0 | x2 = 0

14685) d = 19.36 | x1 = 0 | x2 = 0

14686) d = 19.36 | x1 = 0 | x2 = 0

14687) d = 19.36 | x1 = 0 | x2 = 0

14688) d = 19.36 | x1 = 0 | x2 = 0

14689) d = 19.36 | x1 = 0 | x2 = 0

14690) d = 19.36 | x1 = 0 | x2 = 0

14691) d = 19.36 | x1 = 0 | x2 = 0

14692) d = 19.36 | x1 = 0 | x2 = 0

14693) d = 19.36 | x1 = 0 | x2 = 0

14694) d = 19.36 | x1 = 0 | x2 = 0

14695) d = 19.36 | x1 = 0 | x2 = 0

14696) d = 19.36 | x1 = 0 | x2 = 0

14697) d = 19.36 | x1 = 0 | x2 = 0

14698) d = 19.36 | x1 = 0 | x2 = 0

14699) d = 19.36 | x1 = 0 | x2 = 0

14700) d = 19.36 | x1 = 0 | x2 = 0

14701) d = 19.36 | x1 = 0 | x2 = 0

14702) d = 19.36 | x1 = 0 | x2 = 0

14703) d = 19.36 | x1 = 0 | x2 = 0

14704) d = 19.36 | x1 = 0 | x2 = 0

14705) d = 19.36 | x1 = 0 | x2 = 0

14706) d = 19.36 | x1 = 0 | x2 = 0

14707) d = 19.36 | x1 = 0 | x2 = 0

14708) d = 19.36 | x1 = 0 | x2 = 0

14709) d = 19.36 | x1 = 0 | x2 = 0

14710) d = 19.36 | x1 = 0 | x2 = 0

14711) d = 19.36 | x1 = 0 | x2 = 0

14712) d = 19.36 | x1 = 0 | x2 = 0

14713) d = 19.36 | x1 = 0 | x2 = 0

14714) d = 19.36 | x1 = 0 | x2 = 0

14715) d = 19.36 | x1 = 0 | x2 = 0

14716) d = 19.36 | x1 = 0 | x2 = 0

14717) d = 19.36 | x1 = 0 | x2 = 0

14718) d = 19.36 | x1 = 0 | x2 = 0

14719) d = 19.36 | x1 = 0 | x2 = 0

14720) d = 19.36 | x1 = 0 | x2 = 0

14721) d = 19.36 | x1 = 0 | x2 = 0

14722) d = 19.36 | x1 = 0 | x2 = 0

14723) d = 19.36 | x1 = 0 | x2 = 0

14724) d = 19.36 | x1 = 0 | x2 = 0

14725) d = 19.36 | x1 = 0 | x2 = 0

14726) d = 19.36 | x1 = 0 | x2 = 0

14727) d = 19.36 | x1 = 0 | x2 = 0

14728) d = 19.36 | x1 = 0 | x2 = 0

14729) d = 19.36 | x1 = 0 | x2 = 0

14730) d = 19.36 | x1 = 0 | x2 = 0

14731) d = 19.36 | x1 = 0 | x2 = 0

14732) d = 19.36 | x1 = 0 | x2 = 0

14733) d = 19.36 | x1 = 0 | x2 = 0

14734) d = 19.36 | x1 = 0 | x2 = 0

14735) d = 19.36 | x1 = 0 | x2 = 0

14736) d = 19.36 | x1 = 0 | x2 = 0

14737) d = 19.36 | x1 = 0 | x2 = 0

14738) d = 19.36 | x1 = 0 | x2 = 0

14739) d = 19.36 | x1 = 0 | x2 = 0

14740) d = 19.36 | x1 = 0 | x2 = 0

14741) d = 19.36 | x1 = 0 | x2 = 0

14742) d = 19.36 | x1 = 0 | x2 = 0

14743) d = 19.36 | x1 = 0 | x2 = 0

14744) d = 19.36 | x1 = 0 | x2 = 0

14745) d = 19.36 | x1 = 0 | x2 = 0

14746) d = 19.36 | x1 = 0 | x2 = 0

14747) d = 19.36 | x1 = 0 | x2 = 0

14748) d = 19.36 | x1 = 0 | x2 = 0

14749) d = 19.36 | x1 = 0 | x2 = 0

14750) d = 19.36 | x1 = 0 | x2 = 0

14751) d = 19.36 | x1 = 0 | x2 = 0

14752) d = 19.36 | x1 = 0 | x2 = 0

14753) d = 19.36 | x1 = 0 | x2 = 0

14754) d = 19.36 | x1 = 0 | x2 = 0

14755) d = 19.36 | x1 = 0 | x2 = 0

14756) d = 19.36 | x1 = 0 | x2 = 0

14757) d = 19.36 | x1 = 0 | x2 = 0

14758) d = 19.36 | x1 = 0 | x2 = 0

14759) d = 19.36 | x1 = 0 | x2 = 0

14760) d = 19.36 | x1 = 0 | x2 = 0

14761) d = 19.36 | x1 = 0 | x2 = 0

14762) d = 19.36 | x1 = 0 | x2 = 0

14763) d = 19.36 | x1 = 0 | x2 = 0

14764) d = 19.36 | x1 = 0 | x2 = 0

14765) d = 19.36 | x1 = 0 | x2 = 0

14766) d = 19.36 | x1 = 0 | x2 = 0

14767) d = 19.36 | x1 = 0 | x2 = 0

14768) d = 19.36 | x1 = 0 | x2 = 0

14769) d = 19.36 | x1 = 0 | x2 = 0

14770) d = 19.36 | x1 = 0 | x2 = 0

14771) d = 19.36 | x1 = 0 | x2 = 0

14772) d = 19.36 | x1 = 0 | x2 = 0

14773) d = 19.36 | x1 = 0 | x2 = 0

14774) d = 19.36 | x1 = 0 | x2 = 0

14775) d = 19.36 | x1 = 0 | x2 = 0

14776) d = 19.36 | x1 = 0 | x2 = 0

14777) d = 19.36 | x1 = 0 | x2 = 0

14778) d = 19.36 | x1 = 0 | x2 = 0

14779) d = 19.36 | x1 = 0 | x2 = 0

14780) d = 19.36 | x1 = 0 | x2 = 0

14781) d = 19.36 | x1 = 0 | x2 = 0

14782) d = 19.36 | x1 = 0 | x2 = 0

14783) d = 19.36 | x1 = 0 | x2 = 0

14784) d = 19.36 | x1 = 0 | x2 = 0

14785) d = 19.36 | x1 = 0 | x2 = 0

14786) d = 19.36 | x1 = 0 | x2 = 0

14787) d = 19.36 | x1 = 0 | x2 = 0

14788) d = 19.36 | x1 = 0 | x2 = 0

14789) d = 19.36 | x1 = 0 | x2 = 0

14790) d = 19.36 | x1 = 0 | x2 = 0

14791) d = 19.36 | x1 = 0 | x2 = 0

14792) d = 19.36 | x1 = 0 | x2 = 0

14793) d = 19.36 | x1 = 0 | x2 = 0

14794) d = 19.36 | x1 = 0 | x2 = 0

14795) d = 19.36 | x1 = 0 | x2 = 0

14796) d = 19.36 | x1 = 0 | x2 = 0

14797) d = 19.36 | x1 = 0 | x2 = 0

14798) d = 19.36 | x1 = 0 | x2 = 0

14799) d = 19.36 | x1 = 0 | x2 = 0

14800) d = 19.36 | x1 = 0 | x2 = 0

14801) d = 19.36 | x1 = 0 | x2 = 0

14802) d = 19.36 | x1 = 0 | x2 = 0

14803) d = 19.36 | x1 = 0 | x2 = 0

14804) d = 19.36 | x1 = 0 | x2 = 0

14805) d = 19.36 | x1 = 0 | x2 = 0

14806) d = 19.36 | x1 = 0 | x2 = 0

14807) d = 19.36 | x1 = 0 | x2 = 0

14808) d = 19.36 | x1 = 0 | x2 = 0

14809) d = 19.36 | x1 = 0 | x2 = 0

14810) d = 19.36 | x1 = 0 | x2 = 0

14811) d = 19.36 | x1 = 0 | x2 = 0

14812) d = 19.36 | x1 = 0 | x2 = 0

14813) d = 19.36 | x1 = 0 | x2 = 0

14814) d = 19.36 | x1 = 0 | x2 = 0

14815) d = 19.36 | x1 = 0 | x2 = 0

14816) d = 19.36 | x1 = 0 | x2 = 0

14817) d = 19.36 | x1 = 0 | x2 = 0

14818) d = 19.36 | x1 = 0 | x2 = 0

14819) d = 19.36 | x1 = 0 | x2 = 0

14820) d = 19.36 | x1 = 0 | x2 = 0

14821) d = 19.36 | x1 = 0 | x2 = 0

14822) d = 19.36 | x1 = 0 | x2 = 0

14823) d = 19.36 | x1 = 0 | x2 = 0

14824) d = 19.36 | x1 = 0 | x2 = 0

14825) d = 19.36 | x1 = 0 | x2 = 0

14826) d = 19.36 | x1 = 0 | x2 = 0

14827) d = 19.36 | x1 = 0 | x2 = 0

14828) d = 19.36 | x1 = 0 | x2 = 0

14829) d = 19.36 | x1 = 0 | x2 = 0

14830) d = 19.36 | x1 = 0 | x2 = 0

14831) d = 19.36 | x1 = 0 | x2 = 0

14832) d = 19.36 | x1 = 0 | x2 = 0

14833) d = 19.36 | x1 = 0 | x2 = 0

14834) d = 19.36 | x1 = 0 | x2 = 0

14835) d = 19.36 | x1 = 0 | x2 = 0

14836) d = 19.36 | x1 = 0 | x2 = 0

14837) d = 19.36 | x1 = 0 | x2 = 0

14838) d = 19.36 | x1 = 0 | x2 = 0

14839) d = 19.36 | x1 = 0 | x2 = 0

14840) d = 19.36 | x1 = 0 | x2 = 0

14841) d = 19.36 | x1 = 0 | x2 = 0

14842) d = 19.36 | x1 = 0 | x2 = 0

14843) d = 19.36 | x1 = 0 | x2 = 0

14844) d = 19.36 | x1 = 0 | x2 = 0

14845) d = 19.36 | x1 = 0 | x2 = 0

14846) d = 19.36 | x1 = 0 | x2 = 0

14847) d = 19.36 | x1 = 0 | x2 = 0

14848) d = 19.36 | x1 = 0 | x2 = 0

14849) d = 19.36 | x1 = 0 | x2 = 0

14850) d = 19.36 | x1 = 0 | x2 = 0

14851) d = 19.36 | x1 = 0 | x2 = 0

14852) d = 19.36 | x1 = 0 | x2 = 0

14853) d = 19.36 | x1 = 0 | x2 = 0

14854) d = 19.36 | x1 = 0 | x2 = 0

14855) d = 19.36 | x1 = 0 | x2 = 0

14856) d = 19.36 | x1 = 0 | x2 = 0

14857) d = 19.36 | x1 = 0 | x2 = 0

14858) d = 18.49 | x1 = 0 | x2 = 0

14859) d = 18.49 | x1 = 0 | x2 = 0

14860) d = 18.49 | x1 = 0 | x2 = 0

14861) d = 18.49 | x1 = 0 | x2 = 0

14862) d = 18.49 | x1 = 0 | x2 = 0

14863) d = 18.49 | x1 = 0 | x2 = 0

14864) d = 18.49 | x1 = 0 | x2 = 0

14865) d = 18.49 | x1 = 0 | x2 = 0

14866) d = 18.49 | x1 = 0 | x2 = 0

14867) d = 18.49 | x1 = 0 | x2 = 0

14868) d = 18.49 | x1 = 0 | x2 = 0

14869) d = 18.49 | x1 = 0 | x2 = 0

14870) d = 18.49 | x1 = 0 | x2 = 0

14871) d = 18.49 | x1 = 0 | x2 = 0

14872) d = 18.49 | x1 = 0 | x2 = 0

14873) d = 18.49 | x1 = 0 | x2 = 0

14874) d = 18.49 | x1 = 0 | x2 = 0

14875) d = 18.49 | x1 = 0 | x2 = 0

14876) d = 18.49 | x1 = 0 | x2 = 0

14877) d = 18.49 | x1 = 0 | x2 = 0

14878) d = 18.49 | x1 = 0 | x2 = 0

14879) d = 18.49 | x1 = 0 | x2 = 0

14880) d = 18.49 | x1 = 0 | x2 = 0

14881) d = 18.49 | x1 = 0 | x2 = 0

14882) d = 18.49 | x1 = 0 | x2 = 0

14883) d = 18.49 | x1 = 0 | x2 = 0

14884) d = 18.49 | x1 = 0 | x2 = 0

14885) d = 18.49 | x1 = 0 | x2 = 0

14886) d = 18.49 | x1 = 0 | x2 = 0

14887) d = 18.49 | x1 = 0 | x2 = 0

14888) d = 18.49 | x1 = 0 | x2 = 0

14889) d = 18.49 | x1 = 0 | x2 = 0

14890) d = 18.49 | x1 = 0 | x2 = 0

14891) d = 18.49 | x1 = 0 | x2 = 0

14892) d = 18.49 | x1 = 0 | x2 = 0

14893) d = 18.49 | x1 = 0 | x2 = 0

14894) d = 18.49 | x1 = 0 | x2 = 0

14895) d = 18.49 | x1 = 0 | x2 = 0

14896) d = 18.49 | x1 = 0 | x2 = 0

14897) d = 18.49 | x1 = 0 | x2 = 0

14898) d = 18.49 | x1 = 0 | x2 = 0

14899) d = 18.49 | x1 = 0 | x2 = 0

