1) d = 81 | x1 = -1.0 | x2 = 0
3025) d = 22.09 | x1 = -2.35 | x2 = 0

3026) d = 32.49 | x1 = -2.6 | x2 = 0.25

3027) d = 21.16 | x1 = -2.3 | x2 = 0

3028) d = 43.56 | x1 = -2.8 | x2 = 0.5

3029) d = 73.96 | x1 = -3.3 | x2 = 1.0

3030) d = 0.25 | x1 = -1.25 | x2 = -1.0

3031) d = 12.25 | x1 = -2.0 | x2 = -0.25

3032) d = 20.25 | x1 = -2.25 | x2 = 0

3033) d = 56.25 | x1 = -3.0 | x2 = 0.75

3034) d = 72.25 | x1 = -3.25 | x2 = 1.0

3035) d = 19.36 | x1 = -2.2 | x2 = 0

3036) d = 40.96 | x1 = -2.7 | x2 = 0.5

3037) d = 70.56 | x1 = -3.2 | x2 = 1.0

3038) d = 18.49 | x1 = -2.15 | x2 = 0

3039) d = 28.09 | x1 = -2.4 | x2 = 0.25

3040) d = 4.84 | x1 = -1.6 | x2 = -0.5

3041) d = 17.64 | x1 = -2.1 | x2 = 0

3042) d = 38.44 | x1 = -2.6 | x2 = 0.5

3043) d = 16.81 | x1 = -2.05 | x2 = 0

3044) d = 50.41 | x1 = -2.8 | x2 = 0.75

3045) d = 65.61 | x1 = -3.05 | x2 = 1.0

3046) d = 0 | x1 = -1.0 | x2 = -1.0

3047) d = 4.0 | x1 = -1.5 | x2 = -0.5

3048) d = 16 | x1 = -2.0 | x2 = 0

3049) d = 36.0 | x1 = -2.5 | x2 = 0.5

3050) d = 64 | x1 = -3.0 | x2 = 1.0

3051) d = 15.21 | x1 = -1.95 | x2 = 0

3052) d = 62.41 | x1 = -2.95 | x2 = 1.0

3053) d = 79.21 | x1 = -3.2 | x2 = 1.25

3054) d = 14.44 | x1 = -1.9 | x2 = 0

3055) d = 33.64 | x1 = -2.4 | x2 = 0.5

3056) d = 60.84 | x1 = -2.9 | x2 = 1.0

3057) d = 7.29 | x1 = -1.6 | x2 = -0.25

3058) d = 13.69 | x1 = -1.85 | x2 = 0

3059) d = 44.89 | x1 = -2.6 | x2 = 0.75

3060) d = 59.29 | x1 = -2.85 | x2 = 1.0

3061) d = 2.56 | x1 = -1.3 | x2 = -0.5

3062) d = 12.96 | x1 = -1.8 | x2 = 0

3063) d = 0.25 | x1 = -1.0 | x2 = -0.75

3064) d = 12.25 | x1 = -1.75 | x2 = 0

3065) d = 20.25 | x1 = -2.0 | x2 = 0.25

3066) d = 56.25 | x1 = -2.75 | x2 = 1.0

3067) d = 72.25 | x1 = -3.0 | x2 = 1.25

3068) d = 11.56 | x1 = -1.7 | x2 = 0

3069) d = 54.76 | x1 = -2.7 | x2 = 1.0

3070) d = 5.29 | x1 = -1.4 | x2 = -0.25

3071) d = 10.89 | x1 = -1.65 | x2 = 0

3072) d = 39.69 | x1 = -2.4 | x2 = 0.75

3073) d = 53.29 | x1 = -2.65 | x2 = 1.0

3074) d = 10.24 | x1 = -1.6 | x2 = 0

3075) d = 27.04 | x1 = -2.1 | x2 = 0.5

3076) d = 51.84 | x1 = -2.6 | x2 = 1.0

3077) d = 9.61 | x1 = -1.55 | x2 = 0

3078) d = 65.61 | x1 = -2.8 | x2 = 1.25

3079) d = 1 | x1 = -1.0 | x2 = -0.5

3080) d = 9 | x1 = -1.5 | x2 = 0

3081) d = 25 | x1 = -2.0 | x2 = 0.5

3082) d = 49 | x1 = -2.5 | x2 = 1.0

3083) d = 81 | x1 = -3.0 | x2 = 1.5

3084) d = 8.41 | x1 = -1.45 | x2 = 0

3085) d = 47.61 | x1 = -2.45 | x2 = 1.0

3086) d = 7.84 | x1 = -1.4 | x2 = 0

3087) d = 23.04 | x1 = -1.9 | x2 = 0.5

3088) d = 46.24 | x1 = -2.4 | x2 = 1.0

3089) d = 51.84 | x1 = -2.5 | x2 = 1.1

3090) d = 7.29 | x1 = -1.35 | x2 = 0

3091) d = 13.69 | x1 = -1.6 | x2 = 0.25

3092) d = 44.89 | x1 = -2.35 | x2 = 1.0

3093) d = 59.29 | x1 = -2.6 | x2 = 1.25

3094) d = 6.76 | x1 = -1.3 | x2 = 0

3095) d = 73.96 | x1 = -2.8 | x2 = 1.5

3096) d = 2.25 | x1 = -1.0 | x2 = -0.25

3097) d = 6.25 | x1 = -1.25 | x2 = 0

3098) d = 30.25 | x1 = -2.0 | x2 = 0.75

3099) d = 42.25 | x1 = -2.25 | x2 = 1.0

3100) d = 5.76 | x1 = -1.2 | x2 = 0

3101) d = 40.96 | x1 = -2.2 | x2 = 1.0

3102) d = 70.56 | x1 = -2.7 | x2 = 1.5

3103) d = 5.29 | x1 = -1.15 | x2 = 0

3104) d = 10.89 | x1 = -1.4 | x2 = 0.25

3105) d = 39.69 | x1 = -2.15 | x2 = 1.0

3106) d = 53.29 | x1 = -2.4 | x2 = 1.25

3107) d = 4.84 | x1 = -1.1 | x2 = 0

3108) d = 17.64 | x1 = -1.6 | x2 = 0.5

3109) d = 38.44 | x1 = -2.1 | x2 = 1.0

3110) d = 60.84 | x1 = -2.5 | x2 = 1.4

3111) d = 1.21 | x1 = -0.8 | x2 = -0.25

3112) d = 4.41 | x1 = -1.05 | x2 = 0

3113) d = 0.0 | x1 = -0.5 | x2 = -0.5

3114) d = 4 | x1 = -1.0 | x2 = 0

3115) d = 16.0 | x1 = -1.5 | x2 = 0.5

3116) d = 36 | x1 = -2.0 | x2 = 1.0

3117) d = 64.0 | x1 = -2.5 | x2 = 1.5

3118) d = 3.61 | x1 = -0.95 | x2 = 0

3119) d = 8.41 | x1 = -1.2 | x2 = 0.25

3120) d = 47.61 | x1 = -2.2 | x2 = 1.25

3121) d = 3.24 | x1 = -0.9 | x2 = 0

3122) d = 33.64 | x1 = -1.9 | x2 = 1.0

3123) d = 38.44 | x1 = -2.0 | x2 = 1.1

3124) d = 60.84 | x1 = -2.4 | x2 = 1.5

3125) d = 2.89 | x1 = -0.85 | x2 = 0

3126) d = 22.09 | x1 = -1.6 | x2 = 0.75

3127) d = 32.49 | x1 = -1.85 | x2 = 1.0

3128) d = 39.69 | x1 = -2.0 | x2 = 1.15

3129) d = 53.29 | x1 = -2.25 | x2 = 1.4

3130) d = 2.56 | x1 = -0.8 | x2 = 0

3131) d = 12.96 | x1 = -1.3 | x2 = 0.5

3132) d = 2.25 | x1 = -0.75 | x2 = 0

3133) d = 6.25 | x1 = -1.0 | x2 = 0.25

3134) d = 30.25 | x1 = -1.75 | x2 = 1.0

3135) d = 42.25 | x1 = -2.0 | x2 = 1.25

3136) d = 1.96 | x1 = -0.7 | x2 = 0

3137) d = 11.56 | x1 = -1.2 | x2 = 0.5

3138) d = 1.69 | x1 = -0.65 | x2 = 0

3139) d = 18.49 | x1 = -1.4 | x2 = 0.75

3140) d = 28.09 | x1 = -1.65 | x2 = 1.0

3141) d = 44.89 | x1 = -2.0 | x2 = 1.35

3142) d = 59.29 | x1 = -2.25 | x2 = 1.6

3143) d = 1.44 | x1 = -0.6 | x2 = 0

3144) d = 10.24 | x1 = -1.1 | x2 = 0.5

3145) d = 27.04 | x1 = -1.6 | x2 = 1.0

3146) d = 46.24 | x1 = -2.0 | x2 = 1.4

3147) d = 51.84 | x1 = -2.1 | x2 = 1.5

3148) d = 1.21 | x1 = -0.55 | x2 = 0

3149) d = 4.41 | x1 = -0.8 | x2 = 0.25

3150) d = 1 | x1 = -0.5 | x2 = 0

3151) d = 9 | x1 = -1.0 | x2 = 0.5

3152) d = 25 | x1 = -1.5 | x2 = 1.0

3153) d = 49 | x1 = -2.0 | x2 = 1.5

3154) d = 0.81 | x1 = -0.45 | x2 = 0

3155) d = 9.61 | x1 = -1.0 | x2 = 0.55

3156) d = 15.21 | x1 = -1.2 | x2 = 0.75

3157) d = 62.41 | x1 = -2.2 | x2 = 1.75

3158) d = 0.64 | x1 = -0.4 | x2 = 0

3159) d = 23.04 | x1 = -1.4 | x2 = 1.0

3160) d = 27.04 | x1 = -1.5 | x2 = 1.1

3161) d = 46.24 | x1 = -1.9 | x2 = 1.5

3162) d = 51.84 | x1 = -2.0 | x2 = 1.6

3163) d = 0.49 | x1 = -0.35 | x2 = 0

3164) d = 2.89 | x1 = -0.6 | x2 = 0.25

3165) d = 22.09 | x1 = -1.35 | x2 = 1.0

3166) d = 32.49 | x1 = -1.6 | x2 = 1.25

3167) d = 53.29 | x1 = -2.0 | x2 = 1.65

3168) d = 0.36 | x1 = -0.3 | x2 = 0

3169) d = 6.76 | x1 = -0.8 | x2 = 0.5

3170) d = 11.56 | x1 = -1.0 | x2 = 0.7

3171) d = 0.25 | x1 = -0.25 | x2 = 0

3172) d = 12.25 | x1 = -1.0 | x2 = 0.75

3173) d = 20.25 | x1 = -1.25 | x2 = 1.0

3174) d = 56.25 | x1 = -2.0 | x2 = 1.75

3175) d = 72.25 | x1 = -2.25 | x2 = 2.0

3176) d = 0.16 | x1 = -0.2 | x2 = 0

3177) d = 5.76 | x1 = -0.7 | x2 = 0.5

3178) d = 12.96 | x1 = -1.0 | x2 = 0.8

3179) d = 70.56 | x1 = -2.2 | x2 = 2.0

3180) d = 0.09 | x1 = -0.15 | x2 = 0

3181) d = 1.69 | x1 = -0.4 | x2 = 0.25

3182) d = 18.49 | x1 = -1.15 | x2 = 1.0

3183) d = 28.09 | x1 = -1.4 | x2 = 1.25

3184) d = 44.89 | x1 = -1.75 | x2 = 1.6

3185) d = 59.29 | x1 = -2.0 | x2 = 1.85

3186) d = 0.04 | x1 = -0.1 | x2 = 0

3187) d = 3.24 | x1 = -0.5 | x2 = 0.4

3188) d = 17.64 | x1 = -1.1 | x2 = 1.0

3189) d = 33.64 | x1 = -1.5 | x2 = 1.4

3190) d = 38.44 | x1 = -1.6 | x2 = 1.5

3191) d = 60.84 | x1 = -2.0 | x2 = 1.9

3192) d = 0.01 | x1 = -0.05 | x2 = 0

3193) d = 0.81 | x1 = -0.25 | x2 = 0.2

3194) d = 9.61 | x1 = -0.8 | x2 = 0.75

3195) d = 15.21 | x1 = -1.0 | x2 = 0.95

3196) d = 65.61 | x1 = -2.05 | x2 = 2.0

3197) d = 0 | x1 = 0 | x2 = 0

3198) d = 4.0 | x1 = -0.5 | x2 = 0.5

3199) d = 16 | x1 = -1.0 | x2 = 1.0

3200) d = 36.0 | x1 = -1.5 | x2 = 1.5

3201) d = 64 | x1 = -2.0 | x2 = 2.0

3202) d = 0.01 | x1 = 0 | x2 = 0.05

3203) d = 0.81 | x1 = -0.2 | x2 = 0.25

3204) d = 9.61 | x1 = -0.75 | x2 = 0.8

3205) d = 15.21 | x1 = -0.95 | x2 = 1.0

3206) d = 65.61 | x1 = -2.0 | x2 = 2.05

3207) d = 0.04 | x1 = 0 | x2 = 0.1

3208) d = 3.24 | x1 = -0.4 | x2 = 0.5

3209) d = 17.64 | x1 = -1.0 | x2 = 1.1

3210) d = 33.64 | x1 = -1.4 | x2 = 1.5

3211) d = 38.44 | x1 = -1.5 | x2 = 1.6

3212) d = 60.84 | x1 = -1.9 | x2 = 2.0

3213) d = 0.09 | x1 = 0 | x2 = 0.15

3214) d = 1.69 | x1 = -0.25 | x2 = 0.4

3215) d = 18.49 | x1 = -1.0 | x2 = 1.15

3216) d = 28.09 | x1 = -1.25 | x2 = 1.4

3217) d = 44.89 | x1 = -1.6 | x2 = 1.75

3218) d = 59.29 | x1 = -1.85 | x2 = 2.0

3219) d = 0.16 | x1 = 0 | x2 = 0.2

3220) d = 5.76 | x1 = -0.5 | x2 = 0.7

3221) d = 12.96 | x1 = -0.8 | x2 = 1.0

3222) d = 70.56 | x1 = -2.0 | x2 = 2.2

3223) d = 0.25 | x1 = 0 | x2 = 0.25

3224) d = 12.25 | x1 = -0.75 | x2 = 1.0

3225) d = 20.25 | x1 = -1.0 | x2 = 1.25

3226) d = 56.25 | x1 = -1.75 | x2 = 2.0

3227) d = 72.25 | x1 = -2.0 | x2 = 2.25

3228) d = 0.36 | x1 = 0 | x2 = 0.3

3229) d = 6.76 | x1 = -0.5 | x2 = 0.8

3230) d = 11.56 | x1 = -0.7 | x2 = 1.0

3231) d = 0.49 | x1 = 0 | x2 = 0.35

3232) d = 2.89 | x1 = -0.25 | x2 = 0.6

3233) d = 22.09 | x1 = -1.0 | x2 = 1.35

3234) d = 32.49 | x1 = -1.25 | x2 = 1.6

3235) d = 53.29 | x1 = -1.65 | x2 = 2.0

3236) d = 0.64 | x1 = 0 | x2 = 0.4

3237) d = 23.04 | x1 = -1.0 | x2 = 1.4

3238) d = 27.04 | x1 = -1.1 | x2 = 1.5

3239) d = 46.24 | x1 = -1.5 | x2 = 1.9

3240) d = 51.84 | x1 = -1.6 | x2 = 2.0

3241) d = 0.81 | x1 = 0 | x2 = 0.45

3242) d = 9.61 | x1 = -0.55 | x2 = 1.0

3243) d = 15.21 | x1 = -0.75 | x2 = 1.2

3244) d = 62.41 | x1 = -1.75 | x2 = 2.2

3245) d = 1 | x1 = 0 | x2 = 0.5

3246) d = 9 | x1 = -0.5 | x2 = 1.0

3247) d = 25 | x1 = -1.0 | x2 = 1.5

3248) d = 49 | x1 = -1.5 | x2 = 2.0

3249) d = 1.21 | x1 = 0 | x2 = 0.55

3250) d = 4.41 | x1 = -0.25 | x2 = 0.8

3251) d = 1.44 | x1 = 0 | x2 = 0.6

3252) d = 10.24 | x1 = -0.5 | x2 = 1.1

3253) d = 27.04 | x1 = -1.0 | x2 = 1.6

3254) d = 46.24 | x1 = -1.4 | x2 = 2.0

3255) d = 51.84 | x1 = -1.5 | x2 = 2.1

3256) d = 1.69 | x1 = 0 | x2 = 0.65

3257) d = 18.49 | x1 = -0.75 | x2 = 1.4

3258) d = 28.09 | x1 = -1.0 | x2 = 1.65

3259) d = 44.89 | x1 = -1.35 | x2 = 2.0

3260) d = 59.29 | x1 = -1.6 | x2 = 2.25

3261) d = 1.96 | x1 = 0 | x2 = 0.7

3262) d = 11.56 | x1 = -0.5 | x2 = 1.2

3263) d = 2.25 | x1 = 0 | x2 = 0.75

3264) d = 6.25 | x1 = -0.25 | x2 = 1.0

3265) d = 30.25 | x1 = -1.0 | x2 = 1.75

3266) d = 42.25 | x1 = -1.25 | x2 = 2.0

3267) d = 2.56 | x1 = 0 | x2 = 0.8

3268) d = 12.96 | x1 = -0.5 | x2 = 1.3

3269) d = 2.89 | x1 = 0 | x2 = 0.85

3270) d = 22.09 | x1 = -0.75 | x2 = 1.6

3271) d = 32.49 | x1 = -1.0 | x2 = 1.85

3272) d = 39.69 | x1 = -1.15 | x2 = 2.0

3273) d = 53.29 | x1 = -1.4 | x2 = 2.25

3274) d = 3.24 | x1 = 0 | x2 = 0.9

3275) d = 33.64 | x1 = -1.0 | x2 = 1.9

3276) d = 38.44 | x1 = -1.1 | x2 = 2.0

3277) d = 60.84 | x1 = -1.5 | x2 = 2.4

3278) d = 3.61 | x1 = 0 | x2 = 0.95

3279) d = 8.41 | x1 = -0.25 | x2 = 1.2

3280) d = 47.61 | x1 = -1.25 | x2 = 2.2

3281) d = 0.0 | x1 = 0.5 | x2 = 0.5

3282) d = 4 | x1 = 0 | x2 = 1.0

3283) d = 16.0 | x1 = -0.5 | x2 = 1.5

3284) d = 36 | x1 = -1.0 | x2 = 2.0

3285) d = 64.0 | x1 = -1.5 | x2 = 2.5

3286) d = 1.21 | x1 = 0.25 | x2 = 0.8

3287) d = 4.41 | x1 = 0 | x2 = 1.05

3288) d = 4.84 | x1 = 0 | x2 = 1.1

3289) d = 17.64 | x1 = -0.5 | x2 = 1.6

3290) d = 38.44 | x1 = -1.0 | x2 = 2.1

3291) d = 60.84 | x1 = -1.4 | x2 = 2.5

3292) d = 5.29 | x1 = 0 | x2 = 1.15

3293) d = 10.89 | x1 = -0.25 | x2 = 1.4

3294) d = 39.69 | x1 = -1.0 | x2 = 2.15

3295) d = 53.29 | x1 = -1.25 | x2 = 2.4

3296) d = 5.76 | x1 = 0 | x2 = 1.2

3297) d = 40.96 | x1 = -1.0 | x2 = 2.2

3298) d = 70.56 | x1 = -1.5 | x2 = 2.7

3299) d = 2.25 | x1 = 0.25 | x2 = 1.0

3300) d = 6.25 | x1 = 0 | x2 = 1.25

3301) d = 30.25 | x1 = -0.75 | x2 = 2.0

3302) d = 42.25 | x1 = -1.0 | x2 = 2.25

3303) d = 6.76 | x1 = 0 | x2 = 1.3

3304) d = 73.96 | x1 = -1.5 | x2 = 2.8

3305) d = 7.29 | x1 = 0 | x2 = 1.35

3306) d = 13.69 | x1 = -0.25 | x2 = 1.6

3307) d = 44.89 | x1 = -1.0 | x2 = 2.35

3308) d = 59.29 | x1 = -1.25 | x2 = 2.6

3309) d = 7.84 | x1 = 0 | x2 = 1.4

3310) d = 23.04 | x1 = -0.5 | x2 = 1.9

3311) d = 46.24 | x1 = -1.0 | x2 = 2.4

3312) d = 51.84 | x1 = -1.1 | x2 = 2.5

3313) d = 8.41 | x1 = 0 | x2 = 1.45

3314) d = 47.61 | x1 = -1.0 | x2 = 2.45

3315) d = 1 | x1 = 0.5 | x2 = 1.0

3316) d = 9 | x1 = 0 | x2 = 1.5

3317) d = 25 | x1 = -0.5 | x2 = 2.0

3318) d = 49 | x1 = -1.0 | x2 = 2.5

3319) d = 81 | x1 = -1.5 | x2 = 3.0

3320) d = 9.61 | x1 = 0 | x2 = 1.55

3321) d = 65.61 | x1 = -1.25 | x2 = 2.8

3322) d = 10.24 | x1 = 0 | x2 = 1.6

3323) d = 27.04 | x1 = -0.5 | x2 = 2.1

3324) d = 51.84 | x1 = -1.0 | x2 = 2.6

3325) d = 5.29 | x1 = 0.25 | x2 = 1.4

3326) d = 10.89 | x1 = 0 | x2 = 1.65

3327) d = 39.69 | x1 = -0.75 | x2 = 2.4

3328) d = 53.29 | x1 = -1.0 | x2 = 2.65

3329) d = 11.56 | x1 = 0 | x2 = 1.7

3330) d = 54.76 | x1 = -1.0 | x2 = 2.7

3331) d = 0.25 | x1 = 0.75 | x2 = 1.0

3332) d = 12.25 | x1 = 0 | x2 = 1.75

3333) d = 20.25 | x1 = -0.25 | x2 = 2.0

3334) d = 56.25 | x1 = -1.0 | x2 = 2.75

3335) d = 72.25 | x1 = -1.25 | x2 = 3.0

3336) d = 2.56 | x1 = 0.5 | x2 = 1.3

3337) d = 12.96 | x1 = 0 | x2 = 1.8

3338) d = 7.29 | x1 = 0.25 | x2 = 1.6

3339) d = 13.69 | x1 = 0 | x2 = 1.85

3340) d = 44.89 | x1 = -0.75 | x2 = 2.6

3341) d = 59.29 | x1 = -1.0 | x2 = 2.85

3342) d = 14.44 | x1 = 0 | x2 = 1.9

3343) d = 33.64 | x1 = -0.5 | x2 = 2.4

3344) d = 60.84 | x1 = -1.0 | x2 = 2.9

3345) d = 15.21 | x1 = 0 | x2 = 1.95

3346) d = 62.41 | x1 = -1.0 | x2 = 2.95

3347) d = 79.21 | x1 = -1.25 | x2 = 3.2

3348) d = 0 | x1 = 1.0 | x2 = 1.0

3349) d = 4.0 | x1 = 0.5 | x2 = 1.5

3350) d = 16 | x1 = 0 | x2 = 2.0

3351) d = 36.0 | x1 = -0.5 | x2 = 2.5

3352) d = 64 | x1 = -1.0 | x2 = 3.0

3353) d = 16.81 | x1 = 0 | x2 = 2.05

3354) d = 50.41 | x1 = -0.75 | x2 = 2.8

3355) d = 65.61 | x1 = -1.0 | x2 = 3.05

3356) d = 4.84 | x1 = 0.5 | x2 = 1.6

3357) d = 17.64 | x1 = 0 | x2 = 2.1

3358) d = 38.44 | x1 = -0.5 | x2 = 2.6

3359) d = 18.49 | x1 = 0 | x2 = 2.15

3360) d = 28.09 | x1 = -0.25 | x2 = 2.4

3361) d = 19.36 | x1 = 0 | x2 = 2.2

3362) d = 40.96 | x1 = -0.5 | x2 = 2.7

3363) d = 70.56 | x1 = -1.0 | x2 = 3.2

3364) d = 0.25 | x1 = 1.0 | x2 = 1.25

3365) d = 12.25 | x1 = 0.25 | x2 = 2.0

3366) d = 20.25 | x1 = 0 | x2 = 2.25

3367) d = 56.25 | x1 = -0.75 | x2 = 3.0

3368) d = 72.25 | x1 = -1.0 | x2 = 3.25

3369) d = 21.16 | x1 = 0 | x2 = 2.3

3370) d = 43.56 | x1 = -0.5 | x2 = 2.8

3371) d = 73.96 | x1 = -1.0 | x2 = 3.3

3372) d = 22.09 | x1 = 0 | x2 = 2.35

3373) d = 32.49 | x1 = -0.25 | x2 = 2.6

3374) d = 7.84 | x1 = 0.5 | x2 = 1.9

3375) d = 23.04 | x1 = 0 | x2 = 2.4

3376) d = 46.24 | x1 = -0.5 | x2 = 2.9

3377) d = 24.01 | x1 = 0 | x2 = 2.45

3378) d = 62.41 | x1 = -0.75 | x2 = 3.2

3379) d = 79.21 | x1 = -1.0 | x2 = 3.45

3380) d = 1 | x1 = 1.0 | x2 = 1.5

3381) d = 9 | x1 = 0.5 | x2 = 2.0

3382) d = 25 | x1 = 0 | x2 = 2.5

3383) d = 49 | x1 = -0.5 | x2 = 3.0

3384) d = 81 | x1 = -1.0 | x2 = 3.5

3385) d = 26.01 | x1 = 0 | x2 = 2.55

3386) d = 37.21 | x1 = -0.25 | x2 = 2.8

3387) d = 82.81 | x1 = -1.0 | x2 = 3.55

3388) d = 10.24 | x1 = 0.5 | x2 = 2.1

3389) d = 27.04 | x1 = 0 | x2 = 2.6

3390) d = 51.84 | x1 = -0.5 | x2 = 3.1

3391) d = 18.49 | x1 = 0.25 | x2 = 2.4

3392) d = 28.09 | x1 = 0 | x2 = 2.65

3393) d = 29.16 | x1 = 0 | x2 = 2.7

3394) d = 54.76 | x1 = -0.5 | x2 = 3.2

3395) d = 88.36 | x1 = -1.0 | x2 = 3.7

3396) d = 2.25 | x1 = 1.0 | x2 = 1.75

3397) d = 6.25 | x1 = 0.75 | x2 = 2.0

3398) d = 30.25 | x1 = 0 | x2 = 2.75

3399) d = 42.25 | x1 = -0.25 | x2 = 3.0

3400) d = 90.25 | x1 = -1.0 | x2 = 3.75

3401) d = 31.36 | x1 = 0 | x2 = 2.8

3402) d = 57.76 | x1 = -0.5 | x2 = 3.3

3403) d = 92.16 | x1 = -1.0 | x2 = 3.8

3404) d = 22.09 | x1 = 0.25 | x2 = 2.6

3405) d = 32.49 | x1 = 0 | x2 = 2.85

3406) d = 33.64 | x1 = 0 | x2 = 2.9

3407) d = 60.84 | x1 = -0.5 | x2 = 3.4

3408) d = 34.81 | x1 = 0 | x2 = 2.95

3409) d = 47.61 | x1 = -0.25 | x2 = 3.2

3410) d = 98.01 | x1 = -1.0 | x2 = 3.95

3411) d = 0.0 | x1 = 1.5 | x2 = 1.5

3412) d = 4 | x1 = 1.0 | x2 = 2.0

3413) d = 16.0 | x1 = 0.5 | x2 = 2.5

3414) d = 36 | x1 = 0 | x2 = 3.0

3415) d = 64.0 | x1 = -0.5 | x2 = 3.5

3416) d = 100 | x1 = -1.0 | x2 = 4.0

3417) d = 26.01 | x1 = 0.25 | x2 = 2.8

3418) d = 37.21 | x1 = 0 | x2 = 3.05

3419) d = 82.81 | x1 = -0.75 | x2 = 3.8

3420) d = 102.01 | x1 = -1.0 | x2 = 4.05

3421) d = 17.64 | x1 = 0.5 | x2 = 2.6

3422) d = 38.44 | x1 = 0 | x2 = 3.1

3423) d = 5.29 | x1 = 1.0 | x2 = 2.15

3424) d = 39.69 | x1 = 0 | x2 = 3.15

3425) d = 53.29 | x1 = -0.25 | x2 = 3.4

3426) d = 19.36 | x1 = 0.5 | x2 = 2.7

3427) d = 40.96 | x1 = 0 | x2 = 3.2

3428) d = 70.56 | x1 = -0.5 | x2 = 3.7

3429) d = 108.16 | x1 = -1.0 | x2 = 4.2

3430) d = 2.25 | x1 = 1.25 | x2 = 2.0

3431) d = 6.25 | x1 = 1.0 | x2 = 2.25

3432) d = 30.25 | x1 = 0.25 | x2 = 3.0

3433) d = 42.25 | x1 = 0 | x2 = 3.25

3434) d = 90.25 | x1 = -0.75 | x2 = 4.0

3435) d = 110.25 | x1 = -1.0 | x2 = 4.25

3436) d = 21.16 | x1 = 0.5 | x2 = 2.8

3437) d = 43.56 | x1 = 0 | x2 = 3.3

3438) d = 73.96 | x1 = -0.5 | x2 = 3.8

3439) d = 112.36 | x1 = -1.0 | x2 = 4.3

3440) d = 13.69 | x1 = 0.75 | x2 = 2.6

3441) d = 44.89 | x1 = 0 | x2 = 3.35

3442) d = 59.29 | x1 = -0.25 | x2 = 3.6

3443) d = 23.04 | x1 = 0.5 | x2 = 2.9

3444) d = 46.24 | x1 = 0 | x2 = 3.4

3445) d = 34.81 | x1 = 0.25 | x2 = 3.2

3446) d = 47.61 | x1 = 0 | x2 = 3.45

3447) d = 98.01 | x1 = -0.75 | x2 = 4.2

3448) d = 118.81 | x1 = -1.0 | x2 = 4.45

3449) d = 1 | x1 = 1.5 | x2 = 2.0

3450) d = 9 | x1 = 1.0 | x2 = 2.5

3451) d = 25 | x1 = 0.5 | x2 = 3.0

3452) d = 49 | x1 = 0 | x2 = 3.5

3453) d = 81 | x1 = -0.5 | x2 = 4.0

3454) d = 121 | x1 = -1.0 | x2 = 4.5

3455) d = 16.81 | x1 = 0.75 | x2 = 2.8

3456) d = 50.41 | x1 = 0 | x2 = 3.55

3457) d = 65.61 | x1 = -0.25 | x2 = 3.8

3458) d = 10.24 | x1 = 1.0 | x2 = 2.6

3459) d = 27.04 | x1 = 0.5 | x2 = 3.1

3460) d = 51.84 | x1 = 0 | x2 = 3.6

3461) d = 5.29 | x1 = 1.25 | x2 = 2.4

3462) d = 39.69 | x1 = 0.25 | x2 = 3.4

3463) d = 53.29 | x1 = 0 | x2 = 3.65

3464) d = 29.16 | x1 = 0.5 | x2 = 3.2

3465) d = 54.76 | x1 = 0 | x2 = 3.7

3466) d = 88.36 | x1 = -0.5 | x2 = 4.2

3467) d = 0.25 | x1 = 1.75 | x2 = 2.0

3468) d = 12.25 | x1 = 1.0 | x2 = 2.75

3469) d = 20.25 | x1 = 0.75 | x2 = 3.0

3470) d = 56.25 | x1 = 0 | x2 = 3.75

3471) d = 72.25 | x1 = -0.25 | x2 = 4.0

3472) d = 31.36 | x1 = 0.5 | x2 = 3.3

3473) d = 57.76 | x1 = 0 | x2 = 3.8

3474) d = 92.16 | x1 = -0.5 | x2 = 4.3

3475) d = 44.89 | x1 = 0.25 | x2 = 3.6

3476) d = 59.29 | x1 = 0 | x2 = 3.85

3477) d = 14.44 | x1 = 1.0 | x2 = 2.9

3478) d = 33.64 | x1 = 0.5 | x2 = 3.4

3479) d = 60.84 | x1 = 0 | x2 = 3.9

3480) d = 15.21 | x1 = 1.0 | x2 = 2.95

3481) d = 24.01 | x1 = 0.75 | x2 = 3.2

3482) d = 62.41 | x1 = 0 | x2 = 3.95

3483) d = 79.21 | x1 = -0.25 | x2 = 4.2

3484) d = 0 | x1 = 2.0 | x2 = 2.0

3485) d = 4.0 | x1 = 1.5 | x2 = 2.5

3486) d = 16 | x1 = 1.0 | x2 = 3.0

