1) a = -9 | b = -9 | c = 0
4365) a = -1 | b = 1.5 | c = 2.5

4366) a = -1 | b = 1.5 | c = 4.5

4367) a = -1 | b = 1.5 | c = 7

4368) a = -1 | b = 1.6 | c = 0

4369) a = -1 | b = 1.6 | c = 2.6

4370) a = -1 | b = 1.7 | c = 0

4371) a = -1 | b = 1.7 | c = 2.7

4372) a = -1 | b = 1.7 | c = 4.8

4373) a = -1 | b = 1.7 | c = 7.4

4374) a = -1 | b = 1.8 | c = 0

4375) a = -1 | b = 1.8 | c = 7.6

4376) a = -1 | b = 1.8 | c = 8.8

4377) a = -1 | b = 1.9 | c = 0

4378) a = -1 | b = 1.9 | c = 1.2

4379) a = -1 | b = 1.9 | c = 2.9

4380) a = -1 | b = 2 | c = -1

4381) a = -1 | b = 2 | c = 0

4382) a = -1 | b = 2 | c = 3

4383) a = -1 | b = 2 | c = 8

4384) a = -1 | b = 2.1 | c = -0.8

4385) a = -1 | b = 2.1 | c = 0

4386) a = -1 | b = 2.1 | c = 1.3

4387) a = -1 | b = 2.2 | c = 0

4388) a = -1 | b = 2.2 | c = 3.2

4389) a = -1 | b = 2.2 | c = 8.4

4390) a = -1 | b = 2.3 | c = 0

4391) a = -1 | b = 2.3 | c = 1.4

4392) a = -1 | b = 2.3 | c = 3.3

4393) a = -1 | b = 2.3 | c = 5.7

4394) a = -1 | b = 2.3 | c = 8.6

4395) a = -1 | b = 2.4 | c = 0

4396) a = -1 | b = 2.4 | c = 8.8

4397) a = -1 | b = 2.5 | c = -1.5

4398) a = -1 | b = 2.5 | c = -1

4399) a = -1 | b = 2.5 | c = 0

4400) a = -1 | b = 2.5 | c = 1.5

4401) a = -1 | b = 2.5 | c = 3.5

4402) a = -1 | b = 2.5 | c = 6

4403) a = -1 | b = 2.5 | c = 9

4404) a = -1 | b = 2.6 | c = 0

4405) a = -1 | b = 2.7 | c = 0

4406) a = -1 | b = 2.7 | c = 1.6

4407) a = -1 | b = 2.7 | c = 3.7

4408) a = -1 | b = 2.7 | c = 6.3

4409) a = -1 | b = 2.8 | c = 0

4410) a = -1 | b = 2.8 | c = 3.8

4411) a = -1 | b = 2.9 | c = 0

4412) a = -1 | b = 2.9 | c = 1.7

4413) a = -1 | b = 3 | c = -2

4414) a = -1 | b = 3 | c = 0

4415) a = -1 | b = 3 | c = 4

4416) a = -1 | b = 3.1 | c = -1.3

4417) a = -1 | b = 3.1 | c = 0

4418) a = -1 | b = 3.2 | c = 0

4419) a = -1 | b = 3.2 | c = 4.2

4420) a = -1 | b = 3.3 | c = -1.4

4421) a = -1 | b = 3.3 | c = 0

4422) a = -1 | b = 3.3 | c = 1.9

4423) a = -1 | b = 3.3 | c = 4.3

4424) a = -1 | b = 3.3 | c = 7.2

4425) a = -1 | b = 3.4 | c = 0

4426) a = -1 | b = 3.5 | c = -3

4427) a = -1 | b = 3.5 | c = -2.5

4428) a = -1 | b = 3.5 | c = -1.5

4429) a = -1 | b = 3.5 | c = 0

4430) a = -1 | b = 3.5 | c = 2

4431) a = -1 | b = 3.5 | c = 4.5

4432) a = -1 | b = 3.5 | c = 7.5

4433) a = -1 | b = 3.6 | c = -2.6

4434) a = -1 | b = 3.6 | c = 0

4435) a = -1 | b = 3.7 | c = -1.6

4436) a = -1 | b = 3.7 | c = 0

4437) a = -1 | b = 3.7 | c = 2.1

4438) a = -1 | b = 3.7 | c = 4.7

4439) a = -1 | b = 3.7 | c = 7.8

4440) a = -1 | b = 3.8 | c = 0

4441) a = -1 | b = 3.8 | c = 4.8

4442) a = -1 | b = 3.9 | c = -2.9

4443) a = -1 | b = 3.9 | c = -1.7

4444) a = -1 | b = 3.9 | c = 0

4445) a = -1 | b = 4 | c = -4

4446) a = -1 | b = 4 | c = -3

4447) a = -1 | b = 4 | c = 0

4448) a = -1 | b = 4 | c = 5

4449) a = -1 | b = 4.1 | c = 0

4450) a = -1 | b = 4.1 | c = 2.3

4451) a = -1 | b = 4.1 | c = 5.1

4452) a = -1 | b = 4.1 | c = 8.4

4453) a = -1 | b = 4.2 | c = -3.2

4454) a = -1 | b = 4.2 | c = 0

4455) a = -1 | b = 4.2 | c = 5.2

4456) a = -1 | b = 4.3 | c = -3.3

4457) a = -1 | b = 4.3 | c = -1.9

4458) a = -1 | b = 4.3 | c = 0

4459) a = -1 | b = 4.3 | c = 2.4

4460) a = -1 | b = 4.3 | c = 5.3

4461) a = -1 | b = 4.3 | c = 8.7

4462) a = -1 | b = 4.4 | c = 0

4463) a = -1 | b = 4.4 | c = 5.4

4464) a = -1 | b = 4.5 | c = -5

4465) a = -1 | b = 4.5 | c = -4.5

4466) a = -1 | b = 4.5 | c = -3.5

4467) a = -1 | b = 4.5 | c = -2

4468) a = -1 | b = 4.5 | c = 0

4469) a = -1 | b = 4.5 | c = 2.5

4470) a = -1 | b = 4.5 | c = 5.5

4471) a = -1 | b = 4.5 | c = 9

4472) a = -1 | b = 4.6 | c = 0

4473) a = -1 | b = 4.6 | c = 5.6

4474) a = -1 | b = 4.7 | c = 0

4475) a = -1 | b = 4.7 | c = 2.6

4476) a = -1 | b = 4.7 | c = 5.7

4477) a = -1 | b = 4.8 | c = -3.8

4478) a = -1 | b = 4.8 | c = 0

4479) a = -1 | b = 4.8 | c = 5.8

4480) a = -1 | b = 4.9 | c = 0

4481) a = -1 | b = 4.9 | c = 2.7

4482) a = -1 | b = 4.9 | c = 5.9

4483) a = -1 | b = 5 | c = -6

4484) a = -1 | b = 5 | c = -4

4485) a = -1 | b = 5 | c = 0

4486) a = -1 | b = 5 | c = 6

4487) a = -1 | b = 5.1 | c = -2.3

4488) a = -1 | b = 5.1 | c = 0

4489) a = -1 | b = 5.1 | c = 2.8

4490) a = -1 | b = 5.1 | c = 6.1

4491) a = -1 | b = 5.2 | c = -4.2

4492) a = -1 | b = 5.2 | c = 0

4493) a = -1 | b = 5.2 | c = 6.2

4494) a = -1 | b = 5.3 | c = -5.7

4495) a = -1 | b = 5.3 | c = -2.4

4496) a = -1 | b = 5.3 | c = 0

4497) a = -1 | b = 5.3 | c = 2.9

4498) a = -1 | b = 5.3 | c = 6.3

4499) a = -1 | b = 5.4 | c = 0

4500) a = -1 | b = 5.4 | c = 6.4

4501) a = -1 | b = 5.5 | c = -7.5

4502) a = -1 | b = 5.5 | c = -7

4503) a = -1 | b = 5.5 | c = -6

4504) a = -1 | b = 5.5 | c = -4.5

4505) a = -1 | b = 5.5 | c = -2.5

4506) a = -1 | b = 5.5 | c = 0

4507) a = -1 | b = 5.5 | c = 3

4508) a = -1 | b = 5.5 | c = 6.5

4509) a = -1 | b = 5.6 | c = 0

4510) a = -1 | b = 5.6 | c = 6.6

4511) a = -1 | b = 5.7 | c = -4.7

4512) a = -1 | b = 5.7 | c = -2.6

4513) a = -1 | b = 5.7 | c = 0

4514) a = -1 | b = 5.7 | c = 3.1

4515) a = -1 | b = 5.7 | c = 6.7

4516) a = -1 | b = 5.8 | c = 0

4517) a = -1 | b = 5.8 | c = 6.8

4518) a = -1 | b = 5.9 | c = -2.7

4519) a = -1 | b = 5.9 | c = 0

4520) a = -1 | b = 5.9 | c = 3.2

4521) a = -1 | b = 5.9 | c = 6.9

4522) a = -1 | b = 6 | c = -9

4523) a = -1 | b = 6 | c = -8

4524) a = -1 | b = 6 | c = -5

4525) a = -1 | b = 6 | c = 0

4526) a = -1 | b = 6 | c = 7

4527) a = -1 | b = 6.1 | c = -5.1

4528) a = -1 | b = 6.1 | c = -2.8

4529) a = -1 | b = 6.1 | c = 0

4530) a = -1 | b = 6.1 | c = 3.3

4531) a = -1 | b = 6.1 | c = 7.1

4532) a = -1 | b = 6.2 | c = -5.2

4533) a = -1 | b = 6.2 | c = 0

4534) a = -1 | b = 6.3 | c = -8.6

4535) a = -1 | b = 6.3 | c = -5.3

4536) a = -1 | b = 6.3 | c = -2.9

4537) a = -1 | b = 6.3 | c = 0

4538) a = -1 | b = 6.3 | c = 3.4

4539) a = -1 | b = 6.4 | c = -5.4

4540) a = -1 | b = 6.4 | c = 0

4541) a = -1 | b = 6.4 | c = 7.4

4542) a = -1 | b = 6.5 | c = -9

4543) a = -1 | b = 6.5 | c = -7.5

4544) a = -1 | b = 6.5 | c = -5.5

4545) a = -1 | b = 6.5 | c = -3

4546) a = -1 | b = 6.5 | c = 0

4547) a = -1 | b = 6.5 | c = 3.5

4548) a = -1 | b = 6.5 | c = 7.5

4549) a = -1 | b = 6.6 | c = -5.6

4550) a = -1 | b = 6.6 | c = 0

4551) a = -1 | b = 6.6 | c = 7.6

4552) a = -1 | b = 6.7 | c = -7.8

4553) a = -1 | b = 6.7 | c = -5.7

4554) a = -1 | b = 6.7 | c = -3.1

4555) a = -1 | b = 6.7 | c = 0

4556) a = -1 | b = 6.7 | c = 3.6

4557) a = -1 | b = 6.8 | c = -5.8

4558) a = -1 | b = 6.8 | c = 0

4559) a = -1 | b = 6.9 | c = -5.9

4560) a = -1 | b = 6.9 | c = -3.2

4561) a = -1 | b = 6.9 | c = 0

4562) a = -1 | b = 6.9 | c = 3.7

4563) a = -1 | b = 6.9 | c = 7.9

4564) a = -1 | b = 7 | c = -6

4565) a = -1 | b = 7 | c = 0

4566) a = -1 | b = 7 | c = 8

4567) a = -1 | b = 7.1 | c = -8.4

4568) a = -1 | b = 7.1 | c = -6.1

4569) a = -1 | b = 7.1 | c = -3.3

4570) a = -1 | b = 7.1 | c = 0

4571) a = -1 | b = 7.1 | c = 3.8

4572) a = -1 | b = 7.1 | c = 8.1

4573) a = -1 | b = 7.2 | c = -6.2

4574) a = -1 | b = 7.2 | c = 0

4575) a = -1 | b = 7.3 | c = -8.7

4576) a = -1 | b = 7.3 | c = -6.3

4577) a = -1 | b = 7.3 | c = -3.4

4578) a = -1 | b = 7.3 | c = 0

4579) a = -1 | b = 7.4 | c = -6.4

4580) a = -1 | b = 7.4 | c = 0

4581) a = -1 | b = 7.4 | c = 8.4

4582) a = -1 | b = 7.5 | c = -9

4583) a = -1 | b = 7.5 | c = -6.5

4584) a = -1 | b = 7.5 | c = -3.5

4585) a = -1 | b = 7.5 | c = 0

4586) a = -1 | b = 7.5 | c = 4

4587) a = -1 | b = 7.5 | c = 8.5

4588) a = -1 | b = 7.6 | c = -6.6

4589) a = -1 | b = 7.6 | c = 0

4590) a = -1 | b = 7.6 | c = 8.6

4591) a = -1 | b = 7.7 | c = -3.6

4592) a = -1 | b = 7.7 | c = 0

4593) a = -1 | b = 7.8 | c = -6.8

4594) a = -1 | b = 7.8 | c = 0

4595) a = -1 | b = 7.9 | c = -6.9

4596) a = -1 | b = 7.9 | c = -3.7

4597) a = -1 | b = 7.9 | c = 0

4598) a = -1 | b = 7.9 | c = 4.2

4599) a = -1 | b = 7.9 | c = 8.9

4600) a = -1 | b = 8 | c = -7

4601) a = -1 | b = 8 | c = 0

4602) a = -1 | b = 8 | c = 9

4603) a = -1 | b = 8.1 | c = -7.1

4604) a = -1 | b = 8.1 | c = -3.8

4605) a = -1 | b = 8.1 | c = 0

4606) a = -1 | b = 8.1 | c = 4.3

4607) a = -1 | b = 8.2 | c = 0

4608) a = -1 | b = 8.3 | c = 0

4609) a = -1 | b = 8.3 | c = 4.4

4610) a = -1 | b = 8.4 | c = -7.4

4611) a = -1 | b = 8.4 | c = 0

4612) a = -1 | b = 8.5 | c = -7.5

4613) a = -1 | b = 8.5 | c = -4

4614) a = -1 | b = 8.5 | c = 0

4615) a = -1 | b = 8.5 | c = 4.5

4616) a = -1 | b = 8.6 | c = -7.6

4617) a = -1 | b = 8.6 | c = 0

4618) a = -1 | b = 8.7 | c = 0

4619) a = -1 | b = 8.7 | c = 4.6

4620) a = -1 | b = 8.8 | c = 0

4621) a = -1 | b = 8.9 | c = -7.9

4622) a = -1 | b = 8.9 | c = -4.2

4623) a = -1 | b = 8.9 | c = 0

4624) a = -1 | b = 8.9 | c = 4.7

4625) a = -1 | b = 9 | c = -8

4626) a = -1 | b = 9 | c = 0

4627) a = -0.9 | b = -9 | c = 0

4628) a = -0.9 | b = -8.1 | c = 0

4629) a = -0.9 | b = -7.2 | c = 0

4630) a = -0.9 | b = -6.3 | c = 0

4631) a = -0.9 | b = -5.4 | c = 0

4632) a = -0.9 | b = -4.5 | c = 0

4633) a = -0.9 | b = -3.6 | c = -3.6

4634) a = -0.9 | b = -3.6 | c = -2.7

4635) a = -0.9 | b = -3.6 | c = 0

4636) a = -0.9 | b = -2.7 | c = 0

4637) a = -0.9 | b = -1.8 | c = -0.9

4638) a = -0.9 | b = -1.8 | c = 0

4639) a = -0.9 | b = -1.8 | c = 2.7

4640) a = -0.9 | b = -0.9 | c = 0

4641) a = -0.9 | b = -0.9 | c = 5.4

4642) a = -0.9 | b = 0 | c = 0

4643) a = -0.9 | b = 0 | c = 0.9

4644) a = -0.9 | b = 0 | c = 3.6

4645) a = -0.9 | b = 0 | c = 8.1

4646) a = -0.9 | b = 0.9 | c = 0

4647) a = -0.9 | b = 0.9 | c = 5.4

4648) a = -0.9 | b = 1.8 | c = -0.9

4649) a = -0.9 | b = 1.8 | c = 0

4650) a = -0.9 | b = 1.8 | c = 2.7

4651) a = -0.9 | b = 2.7 | c = 0

4652) a = -0.9 | b = 3.6 | c = -3.6

4653) a = -0.9 | b = 3.6 | c = -2.7

4654) a = -0.9 | b = 3.6 | c = 0

4655) a = -0.9 | b = 4.5 | c = 0

4656) a = -0.9 | b = 5.4 | c = 0

4657) a = -0.9 | b = 6.3 | c = 0

4658) a = -0.9 | b = 7.2 | c = 0

4659) a = -0.9 | b = 8.1 | c = 0

4660) a = -0.9 | b = 9 | c = 0

4661) a = -0.8 | b = -9 | c = 0

4662) a = -0.8 | b = -8.8 | c = 0

4663) a = -0.8 | b = -8.4 | c = 0

4664) a = -0.8 | b = -8 | c = 0

4665) a = -0.8 | b = -7.8 | c = -8.5

4666) a = -0.8 | b = -7.8 | c = 0

4667) a = -0.8 | b = -7.4 | c = -8

4668) a = -0.8 | b = -7.4 | c = 0

4669) a = -0.8 | b = -7.2 | c = 0

4670) a = -0.8 | b = -7 | c = -7.5

4671) a = -0.8 | b = -7 | c = 0

4672) a = -0.8 | b = -6.8 | c = 0

4673) a = -0.8 | b = -6.4 | c = 0

4674) a = -0.8 | b = -6.2 | c = -6.5

4675) a = -0.8 | b = -6.2 | c = 0

4676) a = -0.8 | b = -6 | c = 0

4677) a = -0.8 | b = -5.8 | c = 8.5

4678) a = -0.8 | b = -5.4 | c = -8.8

4679) a = -0.8 | b = -5.4 | c = -7

4680) a = -0.8 | b = -5.4 | c = 0

4681) a = -0.8 | b = -5.4 | c = 8

4682) a = -0.8 | b = -5.2 | c = -7.2

4683) a = -0.8 | b = -5.2 | c = -4.4

4684) a = -0.8 | b = -5.2 | c = 0

4685) a = -0.8 | b = -5 | c = -7.5

4686) a = -0.8 | b = -5 | c = -5

4687) a = -0.8 | b = -5 | c = -4.2

4688) a = -0.8 | b = -5 | c = 0

4689) a = -0.8 | b = -5 | c = 7.5

4690) a = -0.8 | b = -4.4 | c = 0

4691) a = -0.8 | b = -4.2 | c = -5.2

4692) a = -0.8 | b = -4.2 | c = -4

4693) a = -0.8 | b = -4.2 | c = -3.4

4694) a = -0.8 | b = -4.2 | c = 0

4695) a = -0.8 | b = -4.2 | c = 6.5

4696) a = -0.8 | b = -4 | c = -5

4697) a = -0.8 | b = -4 | c = 0

4698) a = -0.8 | b = -3.6 | c = 0

4699) a = -0.8 | b = -3.6 | c = 4.4

4700) a = -0.8 | b = -3.4 | c = 0

4701) a = -0.8 | b = -3.4 | c = 4.2

4702) a = -0.8 | b = -3.2 | c = -3.2

4703) a = -0.8 | b = -3.2 | c = 0

4704) a = -0.8 | b = -3 | c = -2.5

4705) a = -0.8 | b = -3 | c = 0

4706) a = -0.8 | b = -3 | c = 5

4707) a = -0.8 | b = -2.8 | c = 8.8

4708) a = -0.8 | b = -2.6 | c = -1.8

4709) a = -0.8 | b = -2.6 | c = -1.1

4710) a = -0.8 | b = -2.6 | c = 0

4711) a = -0.8 | b = -2.6 | c = 3.4

4712) a = -0.8 | b = -2.6 | c = 7

4713) a = -0.8 | b = -2.4 | c = 3.2

4714) a = -0.8 | b = -2.2 | c = 0

4715) a = -0.8 | b = -2.2 | c = 4

4716) a = -0.8 | b = -2.2 | c = 7.6

4717) a = -0.8 | b = -2 | c = 0

4718) a = -0.8 | b = -2 | c = 7.2

4719) a = -0.8 | b = -1.8 | c = 0

4720) a = -0.8 | b = -1.8 | c = 1.1

4721) a = -0.8 | b = -1.8 | c = 6.8

4722) a = -0.8 | b = -1.8 | c = 8.1

4723) a = -0.8 | b = -1.6 | c = -0.8

4724) a = -0.8 | b = -1.6 | c = 0

4725) a = -0.8 | b = -1.4 | c = 2.2

4726) a = -0.8 | b = -1.4 | c = 7.2

4727) a = -0.8 | b = -1.4 | c = 8.5

4728) a = -0.8 | b = -1.2 | c = 0.8

4729) a = -0.8 | b = -1.2 | c = 5.6

4730) a = -0.8 | b = -1.2 | c = 8

4731) a = -0.8 | b = -1 | c = 0

4732) a = -0.8 | b = -1 | c = 1.8

4733) a = -0.8 | b = -1 | c = 2.5

4734) a = -0.8 | b = -1 | c = 5.2

4735) a = -0.8 | b = -1 | c = 7.5

4736) a = -0.8 | b = -1 | c = 8.8

4737) a = -0.8 | b = -0.8 | c = -0.2

4738) a = -0.8 | b = -0.8 | c = 0

4739) a = -0.8 | b = -0.6 | c = 0.2

4740) a = -0.8 | b = -0.6 | c = 1.4

4741) a = -0.8 | b = -0.6 | c = 2

4742) a = -0.8 | b = -0.4 | c = 0

4743) a = -0.8 | b = -0.4 | c = 4

4744) a = -0.8 | b = -0.2 | c = 0

4745) a = -0.8 | b = -0.2 | c = 1

4746) a = -0.8 | b = -0.2 | c = 5.5

4747) a = -0.8 | b = 0 | c = 0

4748) a = -0.8 | b = 0 | c = 0.2

4749) a = -0.8 | b = 0 | c = 0.8

4750) a = -0.8 | b = 0 | c = 3.2

4751) a = -0.8 | b = 0 | c = 5

4752) a = -0.8 | b = 0.2 | c = 0

4753) a = -0.8 | b = 0.2 | c = 1

4754) a = -0.8 | b = 0.2 | c = 5.5

4755) a = -0.8 | b = 0.4 | c = 0

4756) a = -0.8 | b = 0.4 | c = 4

4757) a = -0.8 | b = 0.6 | c = 0.2

4758) a = -0.8 | b = 0.6 | c = 1.4

4759) a = -0.8 | b = 0.6 | c = 2

4760) a = -0.8 | b = 0.8 | c = -0.2

4761) a = -0.8 | b = 0.8 | c = 0

4762) a = -0.8 | b = 1 | c = 0

4763) a = -0.8 | b = 1 | c = 1.8

4764) a = -0.8 | b = 1 | c = 2.5

4765) a = -0.8 | b = 1 | c = 5.2

4766) a = -0.8 | b = 1 | c = 7.5

4767) a = -0.8 | b = 1 | c = 8.8

4768) a = -0.8 | b = 1.2 | c = 0.8

4769) a = -0.8 | b = 1.2 | c = 5.6

4770) a = -0.8 | b = 1.2 | c = 8

4771) a = -0.8 | b = 1.4 | c = 2.2

4772) a = -0.8 | b = 1.4 | c = 7.2

4773) a = -0.8 | b = 1.4 | c = 8.5

4774) a = -0.8 | b = 1.6 | c = -0.8

4775) a = -0.8 | b = 1.6 | c = 0

4776) a = -0.8 | b = 1.8 | c = 0

4777) a = -0.8 | b = 1.8 | c = 1.1

4778) a = -0.8 | b = 1.8 | c = 6.8

4779) a = -0.8 | b = 1.8 | c = 8.1

4780) a = -0.8 | b = 2 | c = 0

4781) a = -0.8 | b = 2 | c = 7.2

4782) a = -0.8 | b = 2.2 | c = 0

4783) a = -0.8 | b = 2.2 | c = 4

4784) a = -0.8 | b = 2.2 | c = 7.6

4785) a = -0.8 | b = 2.4 | c = 3.2

4786) a = -0.8 | b = 2.6 | c = -1.8

4787) a = -0.8 | b = 2.6 | c = -1.1

4788) a = -0.8 | b = 2.6 | c = 0

4789) a = -0.8 | b = 2.6 | c = 3.4

4790) a = -0.8 | b = 2.6 | c = 7

4791) a = -0.8 | b = 2.8 | c = 8.8

4792) a = -0.8 | b = 3 | c = -2.5

4793) a = -0.8 | b = 3 | c = 0

4794) a = -0.8 | b = 3 | c = 5

4795) a = -0.8 | b = 3.2 | c = -3.2

4796) a = -0.8 | b = 3.2 | c = 0

4797) a = -0.8 | b = 3.4 | c = 0

4798) a = -0.8 | b = 3.4 | c = 4.2

4799) a = -0.8 | b = 3.6 | c = 0

4800) a = -0.8 | b = 3.6 | c = 4.4

4801) a = -0.8 | b = 4 | c = -5

4802) a = -0.8 | b = 4 | c = 0

4803) a = -0.8 | b = 4.2 | c = -5.2

4804) a = -0.8 | b = 4.2 | c = -4

4805) a = -0.8 | b = 4.2 | c = -3.4

4806) a = -0.8 | b = 4.2 | c = 0

4807) a = -0.8 | b = 4.2 | c = 6.5

4808) a = -0.8 | b = 4.4 | c = 0

4809) a = -0.8 | b = 5 | c = -7.5

4810) a = -0.8 | b = 5 | c = -5

4811) a = -0.8 | b = 5 | c = -4.2

4812) a = -0.8 | b = 5 | c = 0

4813) a = -0.8 | b = 5 | c = 7.5

4814) a = -0.8 | b = 5.2 | c = -7.2

4815) a = -0.8 | b = 5.2 | c = -4.4

4816) a = -0.8 | b = 5.2 | c = 0

4817) a = -0.8 | b = 5.4 | c = -8.8

4818) a = -0.8 | b = 5.4 | c = -7

4819) a = -0.8 | b = 5.4 | c = 0

4820) a = -0.8 | b = 5.4 | c = 8

4821) a = -0.8 | b = 5.8 | c = 8.5

4822) a = -0.8 | b = 6 | c = 0

4823) a = -0.8 | b = 6.2 | c = -6.5

4824) a = -0.8 | b = 6.2 | c = 0

4825) a = -0.8 | b = 6.4 | c = 0

4826) a = -0.8 | b = 6.8 | c = 0

4827) a = -0.8 | b = 7 | c = -7.5

4828) a = -0.8 | b = 7 | c = 0

4829) a = -0.8 | b = 7.2 | c = 0

4830) a = -0.8 | b = 7.4 | c = -8

4831) a = -0.8 | b = 7.4 | c = 0

4832) a = -0.8 | b = 7.8 | c = -8.5

4833) a = -0.8 | b = 7.8 | c = 0

4834) a = -0.8 | b = 8 | c = 0

4835) a = -0.8 | b = 8.4 | c = 0

4836) a = -0.8 | b = 8.8 | c = 0

4837) a = -0.8 | b = 9 | c = 0

4838) a = -0.7 | b = -7 | c = 0

4839) a = -0.7 | b = -6.3 | c = 0

4840) a = -0.7 | b = -5.6 | c = 0

4841) a = -0.7 | b = -3.5 | c = -2.8

4842) a = -0.7 | b = -3.5 | c = 0

4843) a = -0.7 | b = -2.8 | c = -2.8

4844) a = -0.7 | b = -2.8 | c = 0

4845) a = -0.7 | b = -2.1 | c = 2.8

4846) a = -0.7 | b = -1.4 | c = -0.7

4847) a = -0.7 | b = -1.4 | c = 0

4848) a = -0.7 | b = -0.7 | c = 0

4849) a = -0.7 | b = 0 | c = 0

4850) a = -0.7 | b = 0 | c = 0.7

4851) a = -0.7 | b = 0 | c = 2.8

4852) a = -0.7 | b = 0.7 | c = 0

4853) a = -0.7 | b = 1.4 | c = -0.7

4854) a = -0.7 | b = 1.4 | c = 0

4855) a = -0.7 | b = 2.1 | c = 2.8

4856) a = -0.7 | b = 2.8 | c = -2.8

4857) a = -0.7 | b = 2.8 | c = 0

4858) a = -0.7 | b = 3.5 | c = -2.8

4859) a = -0.7 | b = 3.5 | c = 0

4860) a = -0.7 | b = 5.6 | c = 0

4861) a = -0.7 | b = 6.3 | c = 0

4862) a = -0.7 | b = 7 | c = 0

4863) a = -0.6 | b = -9 | c = 0

4864) a = -0.6 | b = -8.7 | c = 0

4865) a = -0.6 | b = -8.1 | c = 0

4866) a = -0.6 | b = -7.8 | c = 0

4867) a = -0.6 | b = -7.5 | c = 0

4868) a = -0.6 | b = -7.2 | c = 0

4869) a = -0.6 | b = -6.6 | c = 0

4870) a = -0.6 | b = -6.3 | c = 0

4871) a = -0.6 | b = -6 | c = 0

4872) a = -0.6 | b = -5.7 | c = 0

4873) a = -0.6 | b = -5.1 | c = 0

4874) a = -0.6 | b = -4.8 | c = 0

4875) a = -0.6 | b = -4.5 | c = -7.5

4876) a = -0.6 | b = -4.5 | c = 0

4877) a = -0.6 | b = -3.9 | c = -4.5

4878) a = -0.6 | b = -3.9 | c = 0

4879) a = -0.6 | b = -3.6 | c = -5.4

4880) a = -0.6 | b = -3.6 | c = 0

4881) a = -0.6 | b = -3.3 | c = 0

4882) a = -0.6 | b = -3 | c = -2.4

4883) a = -0.6 | b = -3 | c = 0

4884) a = -0.6 | b = -2.7 | c = 5.4

4885) a = -0.6 | b = -2.4 | c = -2.4

4886) a = -0.6 | b = -2.4 | c = 0

4887) a = -0.6 | b = -2.4 | c = 7.2

4888) a = -0.6 | b = -2.1 | c = 4.5

4889) a = -0.6 | b = -2.1 | c = 6.6

4890) a = -0.6 | b = -1.8 | c = 0

4891) a = -0.6 | b = -1.8 | c = 2.4

4892) a = -0.6 | b = -1.5 | c = -0.6

4893) a = -0.6 | b = -1.5 | c = 0

4894) a = -0.6 | b = -1.5 | c = 7.5

4895) a = -0.6 | b = -1.2 | c = -0.6

4896) a = -0.6 | b = -1.2 | c = 0

4897) a = -0.6 | b = -1.2 | c = 1.8

4898) a = -0.6 | b = -1.2 | c = 9

4899) a = -0.6 | b = -0.9 | c = 0

4900) a = -0.6 | b = -0.9 | c = 0.6

4901) a = -0.6 | b = -0.9 | c = 6

4902) a = -0.6 | b = -0.6 | c = 0

4903) a = -0.6 | b = -0.6 | c = 3.6

4904) a = -0.6 | b = -0.6 | c = 7.2

4905) a = -0.6 | b = -0.3 | c = 0

4906) a = -0.6 | b = -0.3 | c = 0.9

4907) a = -0.6 | b = -0.3 | c = 1.8

4908) a = -0.6 | b = -0.3 | c = 4.5

4909) a = -0.6 | b = 0 | c = 0

4910) a = -0.6 | b = 0 | c = 0.6

4911) a = -0.6 | b = 0 | c = 2.4

4912) a = -0.6 | b = 0 | c = 5.4

4913) a = -0.6 | b = 0.3 | c = 0

4914) a = -0.6 | b = 0.3 | c = 0.9

4915) a = -0.6 | b = 0.3 | c = 1.8

4916) a = -0.6 | b = 0.3 | c = 4.5

4917) a = -0.6 | b = 0.6 | c = 0

4918) a = -0.6 | b = 0.6 | c = 3.6

4919) a = -0.6 | b = 0.6 | c = 7.2

4920) a = -0.6 | b = 0.9 | c = 0

4921) a = -0.6 | b = 0.9 | c = 0.6

4922) a = -0.6 | b = 0.9 | c = 6

4923) a = -0.6 | b = 1.2 | c = -0.6

4924) a = -0.6 | b = 1.2 | c = 0

4925) a = -0.6 | b = 1.2 | c = 1.8

4926) a = -0.6 | b = 1.2 | c = 9

4927) a = -0.6 | b = 1.5 | c = -0.6

4928) a = -0.6 | b = 1.5 | c = 0

